Month,Product_Group_Code,Product_Group,SKU_Description,SKU,Model,Forecast_Units,PI80_Lower_Units,PI80_Upper_Units,PI95_Lower_Units,PI95_Upper_Units,Interval_Method,Demand_Profile
2027-03-01,CNV,Conveying Components,Conveying Components Precision,CNV-05,Seasonal_Naive,352,0,1907.6446960726323,0,2731.1532537728426,Native fable 80% and 95% model intervals,Erratic
2027-04-01,CNV,Conveying Components,Conveying Components Precision,CNV-05,Seasonal_Naive,481,0,2036.6446960726323,0,2860.1532537728426,Native fable 80% and 95% model intervals,Erratic
2027-05-01,CNV,Conveying Components,Conveying Components Precision,CNV-05,Seasonal_Naive,713,0,2268.6446960726325,0,3092.1532537728426,Native fable 80% and 95% model intervals,Erratic
2027-06-01,CNV,Conveying Components,Conveying Components Precision,CNV-05,Seasonal_Naive,1332,0,2887.6446960726325,0,3711.1532537728426,Native fable 80% and 95% model intervals,Erratic
2026-07-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,ARIMA,808.0081047615646,427.17288641769136,1188.8433231054378,225.5708996841057,1390.4453098390236,Native fable 80% and 95% model intervals,Intermittent
2026-08-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,ARIMA,215.78545684323532,0,687.9601897403986,0,937.9143947412495,Native fable 80% and 95% model intervals,Intermittent
2026-09-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,ARIMA,649.8499948603308,135.2585377346246,1164.441451986037,0,1436.8497144461521,Native fable 80% and 95% model intervals,Intermittent
2026-10-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,ARIMA,331.70609437583335,0,867.6997666997842,0,1151.4376775134028,Native fable 80% and 95% model intervals,Intermittent
2026-11-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,ARIMA,564.8869524064506,17.741496812189894,1112.0324080007113,0,1401.673716280283,Native fable 80% and 95% model intervals,Intermittent
2026-12-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,ARIMA,393.97903159108864,0,947.022421309533,0,1239.7859073179134,Native fable 80% and 95% model intervals,Intermittent
2027-01-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,ARIMA,519.2445342748241,0,1075.4304898941168,0,1369.8575498014852,Native fable 80% and 95% model intervals,Intermittent
2027-02-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,ARIMA,427.43225262193937,0,985.2990954023678,0,1280.6159632235986,Native fable 80% and 95% model intervals,Intermittent
2027-03-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,ARIMA,494.7252812827594,0,1053.4930142412718,0,1349.2867845152755,Native fable 80% and 95% model intervals,Intermittent
2027-04-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,ARIMA,445.403429948465,0,1004.6545247853544,0,1300.7041713814478,Native fable 80% and 95% model intervals,Intermittent
2027-05-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,ARIMA,481.5534601589286,0,1041.0640461272571,0,1337.2510590306617,Native fable 80% and 95% model intervals,Intermittent
2027-06-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,ARIMA,455.05760388297466,0,1014.707539638511,0,1310.9683198633156,Native fable 80% and 95% model intervals,Intermittent
2026-07-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Drift,0,0,1035.2459702387853,0,1593.8896931892566,Native fable 80% and 95% model intervals,Intermittent
2026-08-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Drift,0,0,1472.8958199813558,0,2273.8349888499556,Native fable 80% and 95% model intervals,Intermittent
2026-09-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Drift,0,0,1817.754224451484,0,2811.868015276198,Native fable 80% and 95% model intervals,Intermittent
2026-10-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Drift,0,0,2116.560038233986,0,3279.46968211516,Native fable 80% and 95% model intervals,Intermittent
2026-11-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Drift,0,0,2387.087577305636,0,3703.8234598575596,Native fable 80% and 95% model intervals,Intermittent
2026-12-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Drift,0,0,2638.2875724033056,0,4098.618309877439,Native fable 80% and 95% model intervals,Intermittent
2027-01-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Drift,0,0,2875.379842898238,0,4471.837257008523,Native fable 80% and 95% model intervals,Intermittent
2027-02-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Drift,0,0,3101.7023464630556,0,4828.585266978412,Native fable 80% and 95% model intervals,Intermittent
2027-03-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Drift,0,0,3319.5301805188988,0,5172.341801032865,Native fable 80% and 95% model intervals,Intermittent
2027-04-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Drift,0,0,3530.4885088155966,0,5505.592332643482,Native fable 80% and 95% model intervals,Intermittent
2027-05-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Drift,0,0,3735.7808495055956,0,5830.177483988062,Native fable 80% and 95% model intervals,Intermittent
2027-06-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Drift,0,0,3936.3243425199908,0,6147.499899550101,Native fable 80% and 95% model intervals,Intermittent
2026-07-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,ETS,460.05652904319305,0,1024.266463309394,0,1322.941160931991,Native fable 80% and 95% model intervals,Intermittent
2026-08-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,ETS,460.05652904319305,0,1024.266466131596,0,1322.9411652481758,Native fable 80% and 95% model intervals,Intermittent
2026-09-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,ETS,460.05652904319305,0,1024.2664689537976,0,1322.9411695643607,Native fable 80% and 95% model intervals,Intermittent
2026-10-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,ETS,460.05652904319305,0,1024.2664717759992,0,1322.9411738805456,Native fable 80% and 95% model intervals,Intermittent
2026-11-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,ETS,460.05652904319305,0,1024.2664745982008,0,1322.9411781967306,Native fable 80% and 95% model intervals,Intermittent
2026-12-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,ETS,460.05652904319305,0,1024.2664774204025,0,1322.9411825129155,Native fable 80% and 95% model intervals,Intermittent
2027-01-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,ETS,460.05652904319305,0,1024.2664802426038,0,1322.9411868291002,Native fable 80% and 95% model intervals,Intermittent
2027-02-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,ETS,460.05652904319305,0,1024.2664830648055,0,1322.941191145285,Native fable 80% and 95% model intervals,Intermittent
2027-03-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,ETS,460.05652904319305,0,1024.266485887007,0,1322.9411954614698,Native fable 80% and 95% model intervals,Intermittent
2027-04-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,ETS,460.05652904319305,0,1024.2664887092085,0,1322.9411997776547,Native fable 80% and 95% model intervals,Intermittent
2027-05-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,ETS,460.05652904319305,0,1024.26649153141,0,1322.9412040938396,Native fable 80% and 95% model intervals,Intermittent
2027-06-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,ETS,460.05652904319305,0,1024.2664943536117,0,1322.9412084100243,Native fable 80% and 95% model intervals,Intermittent
2026-07-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Mean,463.55555555555554,0,1027.2704120867966,0,1325.6830313874627,Native fable 80% and 95% model intervals,Intermittent
2026-08-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Mean,463.55555555555554,0,1027.2704120867966,0,1325.6830313874627,Native fable 80% and 95% model intervals,Intermittent
2026-09-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Mean,463.55555555555554,0,1027.2704120867966,0,1325.6830313874627,Native fable 80% and 95% model intervals,Intermittent
2026-10-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Mean,463.55555555555554,0,1027.2704120867966,0,1325.6830313874627,Native fable 80% and 95% model intervals,Intermittent
2026-11-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Mean,463.55555555555554,0,1027.2704120867966,0,1325.6830313874627,Native fable 80% and 95% model intervals,Intermittent
2026-12-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Mean,463.55555555555554,0,1027.2704120867966,0,1325.6830313874627,Native fable 80% and 95% model intervals,Intermittent
2027-01-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Mean,463.55555555555554,0,1027.2704120867966,0,1325.6830313874627,Native fable 80% and 95% model intervals,Intermittent
2027-02-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Mean,463.55555555555554,0,1027.2704120867966,0,1325.6830313874627,Native fable 80% and 95% model intervals,Intermittent
2027-03-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Mean,463.55555555555554,0,1027.2704120867966,0,1325.6830313874627,Native fable 80% and 95% model intervals,Intermittent
2027-04-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Mean,463.55555555555554,0,1027.2704120867966,0,1325.6830313874627,Native fable 80% and 95% model intervals,Intermittent
2027-05-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Mean,463.55555555555554,0,1027.2704120867966,0,1325.6830313874627,Native fable 80% and 95% model intervals,Intermittent
2027-06-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Mean,463.55555555555554,0,1027.2704120867966,0,1325.6830313874627,Native fable 80% and 95% model intervals,Intermittent
2026-07-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Naive,0,0,1025.892348504616,0,1568.9669531399618,Native fable 80% and 95% model intervals,Intermittent
2026-08-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Naive,0,0,1450.8308727900135,0,2218.854344045726,Native fable 80% and 95% model intervals,Intermittent
2026-09-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Naive,0,0,1776.8976707061522,0,2717.5304782349517,Native fable 80% and 95% model intervals,Intermittent
2026-10-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Naive,0,0,2051.784697009232,0,3137.9339062799236,Native fable 80% and 95% model intervals,Intermittent
2026-11-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Naive,0,0,2293.965028853226,0,3508.3167616716814,Native fable 80% and 95% model intervals,Intermittent
2026-12-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Naive,0,0,2512.9127848618023,0,3843.168458482112,Native fable 80% and 95% model intervals,Intermittent
2027-01-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Naive,0,0,2714.256026067219,0,4151.09637328707,Native fable 80% and 95% model intervals,Intermittent
2027-02-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Naive,0,0,2901.661745580027,0,4437.708688091452,Native fable 80% and 95% model intervals,Intermittent
2027-03-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Naive,0,0,3077.6770455138476,0,4706.900859419885,Native fable 80% and 95% model intervals,Intermittent
2027-04-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Naive,0,0,3244.1564554138204,0,4961.509145456949,Native fable 80% and 95% model intervals,Intermittent
2027-05-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Naive,0,0,3402.4999952863304,0,5203.674692032376,Native fable 80% and 95% model intervals,Intermittent
2027-06-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Naive,0,0,3553.7953414123044,0,5435.060956469903,Native fable 80% and 95% model intervals,Intermittent
2026-07-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Seasonal_Naive,0,0,873.6552287868249,0,1336.1403702859309,Native fable 80% and 95% model intervals,Intermittent
2026-08-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Seasonal_Naive,780,0,1653.6552287868249,0,2116.1403702859307,Native fable 80% and 95% model intervals,Intermittent
2026-09-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Seasonal_Naive,0,0,873.6552287868249,0,1336.1403702859309,Native fable 80% and 95% model intervals,Intermittent
2026-10-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Seasonal_Naive,951,77.34477121317514,1824.6552287868249,0,2287.1403702859307,Native fable 80% and 95% model intervals,Intermittent
2026-11-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Seasonal_Naive,1007,133.34477121317514,1880.6552287868249,0,2343.1403702859307,Native fable 80% and 95% model intervals,Intermittent
2026-12-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Seasonal_Naive,0,0,873.6552287868249,0,1336.1403702859309,Native fable 80% and 95% model intervals,Intermittent
2027-01-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Seasonal_Naive,1059,185.34477121317514,1932.6552287868249,0,2395.1403702859307,Native fable 80% and 95% model intervals,Intermittent
2027-02-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Seasonal_Naive,0,0,873.6552287868249,0,1336.1403702859309,Native fable 80% and 95% model intervals,Intermittent
2027-03-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Seasonal_Naive,847,0,1720.6552287868249,0,2183.1403702859307,Native fable 80% and 95% model intervals,Intermittent
2027-04-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Seasonal_Naive,0,0,873.6552287868249,0,1336.1403702859309,Native fable 80% and 95% model intervals,Intermittent
2027-05-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Seasonal_Naive,677,0,1550.6552287868249,0,2013.1403702859309,Native fable 80% and 95% model intervals,Intermittent
2027-06-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Seasonal_Naive,0,0,873.6552287868249,0,1336.1403702859309,Native fable 80% and 95% model intervals,Intermittent
2026-07-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,ARIMA,833,779.5331883617218,886.4668116382782,751.2295679731935,914.7704320268065,Native fable 80% and 95% model intervals,Intermittent
2026-08-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,ARIMA,0,0,53.46681163827821,0,81.77043202680652,Native fable 80% and 95% model intervals,Intermittent
2026-09-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,ARIMA,996,942.5331883617218,1049.4668116382782,914.2295679731935,1077.7704320268065,Native fable 80% and 95% model intervals,Intermittent
2026-10-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,ARIMA,0,0,53.46681163827821,0,81.77043202680652,Native fable 80% and 95% model intervals,Intermittent
2026-11-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,ARIMA,1106,1052.5331883617218,1159.4668116382782,1024.2295679731935,1187.7704320268065,Native fable 80% and 95% model intervals,Intermittent
2026-12-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,ARIMA,0,0,53.46681163827821,0,81.77043202680652,Native fable 80% and 95% model intervals,Intermittent
2027-01-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,ARIMA,1039,985.5331883617218,1092.4668116382782,957.2295679731935,1120.7704320268065,Native fable 80% and 95% model intervals,Intermittent
2027-02-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,ARIMA,0,0,53.46681163827821,0,81.77043202680652,Native fable 80% and 95% model intervals,Intermittent
2027-03-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,ARIMA,945,891.5331883617218,998.4668116382782,863.2295679731935,1026.7704320268065,Native fable 80% and 95% model intervals,Intermittent
2027-04-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,ARIMA,0,0,53.46681163827821,0,81.77043202680652,Native fable 80% and 95% model intervals,Intermittent
2027-05-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,ARIMA,811,757.5331883617218,864.4668116382782,729.2295679731935,892.7704320268065,Native fable 80% and 95% model intervals,Intermittent
2027-06-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,ARIMA,0,0,53.46681163827821,0,81.77043202680652,Native fable 80% and 95% model intervals,Intermittent
2026-07-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Drift,0,0,1267.2929384414865,0,1952.2233608113727,Native fable 80% and 95% model intervals,Intermittent
2026-08-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Drift,0,0,1801.8974989373621,0,2783.896545357137,Native fable 80% and 95% model intervals,Intermittent
2026-09-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Drift,0,0,2222.7342299710235,0,3441.5768494443787,Native fable 80% and 95% model intervals,Intermittent
2026-10-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Drift,0,0,2587.1077464458413,0,4012.9041186932104,Native fable 80% and 95% model intervals,Intermittent
2026-11-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Drift,0,0,2916.8104166444314,0,4531.206904306807,Native fable 80% and 95% model intervals,Intermittent
2026-12-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Drift,0,0,3222.816368677901,0,5013.2686869017725,Native fable 80% and 95% model intervals,Intermittent
2027-01-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Drift,0,0,3511.525411475916,0,5468.8771296103,Native fable 80% and 95% model intervals,Intermittent
2027-02-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Drift,0,0,3787.0300796265096,0,5904.29122396553,Native fable 80% and 95% model intervals,Intermittent
2027-03-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Drift,0,0,4052.1197778496753,0,6323.776996350234,Native fable 80% and 95% model intervals,Intermittent
2027-04-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Drift,0,0,4308.787053538076,0,6730.381785031639,Native fable 80% and 95% model intervals,Intermittent
2027-05-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Drift,0,0,4558.507491510119,0,7126.362302246667,Native fable 80% and 95% model intervals,Intermittent
2027-06-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Drift,0,0,4802.405559856235,0,7513.438273536034,Native fable 80% and 95% model intervals,Intermittent
2026-07-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,ETS,867.4981432367032,817.0565285479905,917.9397579254158,790.3543506887141,944.6419357846922,Native fable 80% and 95% model intervals,Intermittent
2026-08-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,ETS,12.86352809864826,0,63.88066976914184,0,90.88751320911324,Native fable 80% and 95% model intervals,Intermittent
2026-09-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,ETS,966.3327484705067,914.7465003412826,1017.9189965997307,887.4383901402119,1045.2271068008013,Native fable 80% and 95% model intervals,Intermittent
2026-10-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,ETS,0,0,51.68494483801651,0,79.29103425532641,Native fable 80% and 95% model intervals,Intermittent
2026-11-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,ETS,1145.7743775728156,1093.068348508816,1198.4804066368154,1065.1674620877861,1226.3812930578451,Native fable 80% and 95% model intervals,Intermittent
2026-12-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,ETS,0,0,44.146979929605024,0,72.33958096679018,Native fable 80% and 95% model intervals,Intermittent
2027-01-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,ETS,1114.4886145835646,1060.6861053173557,1168.2911238497736,1032.2047773391066,1196.7724518280227,Native fable 80% and 95% model intervals,Intermittent
2027-02-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,ETS,4.187167161884986,0,58.5296206873118,0,87.29677789074915,Native fable 80% and 95% model intervals,Intermittent
2027-03-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,ETS,917.9142165836357,863.0371311381983,972.7913020290731,833.9869568920777,1001.8414762751937,Native fable 80% and 95% model intervals,Intermittent
2027-04-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,ETS,0,0,45.803813516569114,0,75.1342740293647,Native fable 80% and 95% model intervals,Intermittent
2027-05-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,ETS,794.9567050238696,739.0256849131015,850.8877251346378,709.4175913565188,880.4958186912205,Native fable 80% and 95% model intervals,Intermittent
2027-06-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,ETS,0,0,49.292899724526464,0,79.17644573112112,Native fable 80% and 95% model intervals,Intermittent
2026-07-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Mean,485.6111111111111,0,1137.1620729472174,0,1482.0723176865376,Native fable 80% and 95% model intervals,Intermittent
2026-08-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Mean,485.6111111111111,0,1137.1620729472174,0,1482.0723176865376,Native fable 80% and 95% model intervals,Intermittent
2026-09-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Mean,485.6111111111111,0,1137.1620729472174,0,1482.0723176865376,Native fable 80% and 95% model intervals,Intermittent
2026-10-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Mean,485.6111111111111,0,1137.1620729472174,0,1482.0723176865376,Native fable 80% and 95% model intervals,Intermittent
2026-11-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Mean,485.6111111111111,0,1137.1620729472174,0,1482.0723176865376,Native fable 80% and 95% model intervals,Intermittent
2026-12-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Mean,485.6111111111111,0,1137.1620729472174,0,1482.0723176865376,Native fable 80% and 95% model intervals,Intermittent
2027-01-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Mean,485.6111111111111,0,1137.1620729472174,0,1482.0723176865376,Native fable 80% and 95% model intervals,Intermittent
2027-02-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Mean,485.6111111111111,0,1137.1620729472174,0,1482.0723176865376,Native fable 80% and 95% model intervals,Intermittent
2027-03-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Mean,485.6111111111111,0,1137.1620729472174,0,1482.0723176865376,Native fable 80% and 95% model intervals,Intermittent
2027-04-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Mean,485.6111111111111,0,1137.1620729472174,0,1482.0723176865376,Native fable 80% and 95% model intervals,Intermittent
2027-05-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Mean,485.6111111111111,0,1137.1620729472174,0,1482.0723176865376,Native fable 80% and 95% model intervals,Intermittent
2027-06-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Mean,485.6111111111111,0,1137.1620729472174,0,1482.0723176865376,Native fable 80% and 95% model intervals,Intermittent
2026-07-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Naive,0,0,1257.8711624660752,0,1923.747933293159,Native fable 80% and 95% model intervals,Intermittent
2026-08-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Naive,0,0,1778.8984576775347,0,2720.5904178503974,Native fable 80% and 95% model intervals,Intermittent
2026-09-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Naive,0,0,2178.6967627669683,0,3332.0291614193748,Native fable 80% and 95% model intervals,Intermittent
2026-10-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Naive,0,0,2515.7423249321505,0,3847.495866586318,Native fable 80% and 95% model intervals,Intermittent
2026-11-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Naive,0,0,2812.685426210827,0,4301.631150418234,Native fable 80% and 95% model intervals,Intermittent
2026-12-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Naive,0,0,3081.1425102034045,0,4712.200830301931,Native fable 80% and 95% model intervals,Intermittent
2027-01-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Naive,0,0,3328.01427724496,0,5089.758616668172,Native fable 80% and 95% model intervals,Intermittent
2027-02-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Naive,0,0,3557.7969153550694,0,5441.180835700795,Native fable 80% and 95% model intervals,Intermittent
2027-03-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Naive,0,0,3773.613487398226,0,5771.243799879477,Native fable 80% and 95% model intervals,Intermittent
2027-04-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Naive,0,0,3977.7378764365003,0,6083.425113248047,Native fable 80% and 95% model intervals,Intermittent
2027-05-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Naive,0,0,4171.886680508151,0,6380.350085955058,Native fable 80% and 95% model intervals,Intermittent
2027-06-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Naive,0,0,4357.393525533937,0,6664.0583228387495,Native fable 80% and 95% model intervals,Intermittent
2026-07-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,833,779.5371255870107,886.4628744129893,751.2355894396509,914.7644105603491,Native fable 80% and 95% model intervals,Intermittent
2026-08-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,0,0,53.462874412989294,0,81.76441056034916,Native fable 80% and 95% model intervals,Intermittent
2026-09-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,996,942.5371255870107,1049.4628744129893,914.2355894396509,1077.7644105603492,Native fable 80% and 95% model intervals,Intermittent
2026-10-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,0,0,53.462874412989294,0,81.76441056034916,Native fable 80% and 95% model intervals,Intermittent
2026-11-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,1106,1052.5371255870107,1159.4628744129893,1024.2355894396508,1187.7644105603492,Native fable 80% and 95% model intervals,Intermittent
2026-12-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,0,0,53.462874412989294,0,81.76441056034916,Native fable 80% and 95% model intervals,Intermittent
2027-01-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,1039,985.5371255870107,1092.4628744129893,957.2355894396509,1120.7644105603492,Native fable 80% and 95% model intervals,Intermittent
2027-02-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,0,0,53.462874412989294,0,81.76441056034916,Native fable 80% and 95% model intervals,Intermittent
2027-03-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,945,891.5371255870107,998.4628744129893,863.2355894396509,1026.7644105603492,Native fable 80% and 95% model intervals,Intermittent
2027-04-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,0,0,53.462874412989294,0,81.76441056034916,Native fable 80% and 95% model intervals,Intermittent
2027-05-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,811,757.5371255870107,864.4628744129893,729.2355894396509,892.7644105603491,Native fable 80% and 95% model intervals,Intermittent
2027-06-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,0,0,53.462874412989294,0,81.76441056034916,Native fable 80% and 95% model intervals,Intermittent
2026-07-01,CNV,Conveying Components,Conveying Components Premium,CNV-08,ARIMA,430.72222222222234,0,1760.7028148494858,0,2464.7520121815037,Native fable 80% and 95% model intervals,Lumpy
2026-08-01,CNV,Conveying Components,Conveying Components Premium,CNV-08,ARIMA,430.72222222222234,0,1760.7028148494858,0,2464.7520121815037,Native fable 80% and 95% model intervals,Lumpy
2026-09-01,CNV,Conveying Components,Conveying Components Premium,CNV-08,ARIMA,430.72222222222234,0,1760.7028148494858,0,2464.7520121815037,Native fable 80% and 95% model intervals,Lumpy
2026-10-01,CNV,Conveying Components,Conveying Components Premium,CNV-08,ARIMA,430.72222222222234,0,1760.7028148494858,0,2464.7520121815037,Native fable 80% and 95% model intervals,Lumpy
2026-11-01,CNV,Conveying Components,Conveying Components Premium,CNV-08,ARIMA,430.72222222222234,0,1760.7028148494858,0,2464.7520121815037,Native fable 80% and 95% model intervals,Lumpy
