Month,Product_Group_Code,Product_Group,SKU_Description,SKU,Model,Forecast_Units,PI80_Lower_Units,PI80_Upper_Units,PI95_Lower_Units,PI95_Upper_Units,Interval_Method,Demand_Profile,Quantile_Crossings,Raw_Quantile_Crossings,Quantile_Rearranged,Q10_Units,Q20_Units,Q30_Units,Q40_Units,Q50_Units,Q60_Units,Q70_Units,Q80_Units,Q90_Units,Selected_Model
2026-08-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,320.9886779785156,140.6289825439453,534.0550537109375,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,140.6289825439453,202.0758056640625,246.12106323242188,284.1199951171875,320.9886779785156,358.7425842285156,400.7945861816406,453.2916870117187,534.0550537109375,TiRex2
2026-09-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,421.5748596191406,199.4857177734375,752.9607543945312,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,199.4857177734375,264.07354736328125,317.4070739746094,369.240234375,421.5748596191406,478.016845703125,544.202880859375,628.3070068359375,752.9607543945312,TiRex2
2026-10-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,1044.538330078125,693.495361328125,1749.9986572265625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,693.495361328125,787.430419921875,870.7782592773438,953.8046264648438,1044.538330078125,1147.64453125,1276.1287841796875,1453.7164306640625,1749.9986572265625,TiRex2
2026-11-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,767.26806640625,474.9725036621094,1307.91650390625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,474.9725036621094,549.2567138671875,618.276123046875,690.2973022460938,767.26806640625,853.9866943359375,956.636962890625,1091.9490966796875,1307.91650390625,TiRex2
2026-12-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,104.11257934570312,0.0,280.72857666015625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,0.0,50.06190872192383,74.9183120727539,90.05509185791016,104.11257934570312,122.71175384521484,149.0656280517578,196.076416015625,280.72857666015625,TiRex2
2027-01-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,147.6371307373047,21.569503784179688,351.1034240722656,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,21.569503784179688,63.681358337402344,92.87737274169922,119.05581665039062,147.6371307373047,180.03756713867188,217.03375244140625,268.4290466308594,351.1034240722656,TiRex2
2027-02-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,91.99386596679688,0.0,277.16265869140625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,0.0,26.501075744628903,52.51082229614258,71.99913024902344,91.99386596679688,115.01234436035156,143.11422729492188,191.0873107910156,277.16265869140625,TiRex2
2027-03-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,156.1202392578125,24.93565368652344,373.7371826171875,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,24.93565368652344,71.34092712402344,101.89036560058594,128.34307861328125,156.1202392578125,187.7400665283203,224.74887084960935,281.5123596191406,373.7371826171875,TiRex2
2027-04-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,211.20089721679688,53.816741943359375,446.11077880859375,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,53.816741943359375,111.7960433959961,149.84986877441406,181.1683654785156,211.20089721679688,244.09500122070312,282.149658203125,343.75531005859375,446.11077880859375,TiRex2
2027-05-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,400.2278137207031,196.46734619140625,711.1053466796875,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,196.46734619140625,256.75335693359375,305.67572021484375,352.6470947265625,400.2278137207031,450.9728698730469,506.4182434082031,584.9121704101562,711.1053466796875,TiRex2
2027-06-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,696.739013671875,378.90582275390625,1295.691650390625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,378.90582275390625,462.310302734375,537.6759033203125,614.998291015625,696.739013671875,786.9558715820312,891.0390625,1041.3883056640625,1295.691650390625,TiRex2
2026-07-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,448.7336510788832,396.3952958253359,501.07200633243053,368.6890441625606,528.7782579952058,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,,ETS
2026-08-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,0.0,0.0,47.2854129432907,0.0,75.10216072238518,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,,ETS
2026-09-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,458.7924059077844,406.0374122593749,511.54739955619385,378.11060555308507,539.4742062624837,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,,ETS
2026-10-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,447.9807317581258,395.0186479911296,500.942815525122,366.98221439812073,528.9792491181308,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,,ETS
2026-11-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,0.0,0.0,49.464245600306896,0.0,77.60987908793537,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,,ETS
2026-12-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,565.3702914703259,511.9964379356641,618.7441450049877,483.742026594696,646.9985563459559,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,,ETS
2027-01-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,506.1245168109267,452.5459651018881,559.7030685199654,424.1831930929791,588.0658405288744,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,,ETS
2027-02-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,0.0,0.0,51.30180490002258,0.0,79.77252515494534,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,,ETS
2027-03-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,480.1256689296472,426.1400492940875,534.1112885652069,397.5617885415716,562.6895493177228,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,,ETS
2027-04-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,519.9504670642959,465.762460185154,574.1384739434379,437.07706209756407,602.8238720310278,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,,ETS
2027-05-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,0.0,0.0,35.51163126554821,0.0,64.30376802627204,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,,ETS
2027-06-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,435.84858749569617,381.2576076056254,490.4395673857669,352.3588884918013,519.338286499591,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,,ETS
2026-07-01,CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,891.3873291015625,451.2981567382813,1503.2373046875,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Lumpy,0.0,0.0,False,451.2981567382813,558.4027709960938,665.2767944335938,776.7145385742188,891.3873291015625,1009.757568359375,1138.9866943359375,1286.85107421875,1503.2373046875,TiRex2
2026-08-01,CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,25.397216796875,0.0,217.0404052734375,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Lumpy,0.0,0.0,False,0.0,0.0,0.0,0.0,25.397216796875,51.0091552734375,80.38731384277344,126.73737335205078,217.0404052734375,TiRex2
2026-09-01,CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,1007.4803466796876,550.8802490234375,1822.603515625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Lumpy,0.0,0.0,False,550.8802490234375,645.841796875,746.3324584960938,868.1131591796875,1007.4803466796876,1159.7998046875,1324.24951171875,1521.093994140625,1822.603515625,TiRex2
2026-10-01,CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,0.0,0.0,193.68565368652344,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Lumpy,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,14.78687858581543,41.5447883605957,89.33351135253906,193.68565368652344,TiRex2
2026-11-01,CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,313.0395812988281,0.0,702.1046752929688,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Lumpy,0.0,0.0,False,0.0,74.17848205566406,149.92282104492188,230.00543212890625,313.0395812988281,396.0282897949219,477.8888549804687,566.0250244140625,702.1046752929688,TiRex2
2026-12-01,CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,0.0,0.0,231.71104431152344,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Lumpy,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,22.26869773864746,54.5162467956543,113.59505462646484,231.71104431152344,TiRex2
2027-01-01,CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,204.7099151611328,0.0,538.545166015625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Lumpy,0.0,0.0,False,0.0,37.65226745605469,88.90029907226562,144.1083221435547,204.7099151611328,268.16326904296875,332.528564453125,408.3492431640625,538.545166015625,TiRex2
2027-02-01,CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,0.37481689453125,0.0,229.2176055908203,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Lumpy,0.0,0.0,False,0.0,0.0,0.0,0.0,0.37481689453125,26.98465156555176,58.077247619628906,111.75409698486328,229.2176055908203,TiRex2
2027-03-01,CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,74.97360229492188,0.0,361.4446716308594,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Lumpy,0.0,0.0,False,0.0,0.0,9.847297668457031,38.957393646240234,74.97360229492188,116.92771911621094,164.29766845703125,231.3040008544922,361.4446716308594,TiRex2
2027-04-01,CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,188.89566040039065,0.0,542.7933349609375,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Lumpy,0.0,0.0,False,0.0,36.24668884277344,86.1747055053711,136.25689697265625,188.89566040039065,244.91311645507812,303.42083740234375,384.7124938964844,542.7933349609375,TiRex2
2027-05-01,CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,37.447265625,0.0,324.0757141113281,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Lumpy,0.0,0.0,False,0.0,0.0,0.0,8.212631225585938,37.447265625,72.1649169921875,111.55945587158205,177.95921325683594,324.0757141113281,TiRex2
2027-06-01,CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,334.3082580566406,21.74896240234375,884.623779296875,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Lumpy,0.0,0.0,False,21.74896240234375,95.43763732910156,168.1441650390625,248.1831970214844,334.3082580566406,426.7738342285156,524.1432495117188,648.7713623046875,884.623779296875,TiRex2
2026-07-01,DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,153.46404325390958,100.21978297785633,206.70830352996285,72.03397416402932,234.89411234378983,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,ARIMA
2026-08-01,DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,147.221825603527,91.32559811889892,203.1180530881551,61.73592266604105,232.70772854101295,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,ARIMA
2026-09-01,DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,145.22728386179503,89.0673462978414,201.38722142574863,59.33807116156952,231.11649656202053,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,ARIMA
2026-10-01,DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,144.58997882337374,88.40318716595783,200.77677048078965,58.65969633131262,230.52026131543488,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,ARIMA
2026-11-01,DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,144.38634422225252,88.19681159313859,200.57587685136644,58.45186977572372,230.32081866878133,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,ARIMA
2026-12-01,DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,144.3212779694005,88.13146550574453,200.5110904330565,58.38637555287127,230.25618038592975,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,ARIMA
2027-01-01,DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,144.3004877046965,88.1106466711501,200.4903287382429,58.36554159429045,230.23543381510257,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,ARIMA
2027-02-01,DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,144.29384470486914,88.10400075445395,200.4836886552843,58.3588941334972,230.2287952762411,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,ARIMA
2027-03-01,DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,144.2917221033855,88.10187785516986,200.48156635160117,58.356771076567085,230.2266731302039,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,ARIMA
2027-04-01,DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,144.29104388011658,88.10119960149672,200.48088815873643,58.35609280679893,230.22599495343425,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,ARIMA
2027-05-01,DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,144.29082717113656,88.10098288941256,200.48067145286055,58.35587609307153,230.2257782492016,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,ARIMA
2027-06-01,DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,144.29075792729876,88.10091364525783,200.48060220933968,58.35580684874904,230.22570900584847,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,ARIMA
2026-07-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Seasonal_Naive,255.0,222.78123120536753,287.21876879463247,205.72564525574305,304.274354744257,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,Seasonal_Naive
2026-08-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Seasonal_Naive,203.0,170.78123120536753,235.21876879463247,153.72564525574302,252.27435474425695,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,Seasonal_Naive
2026-09-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Seasonal_Naive,184.0,151.78123120536753,216.21876879463247,134.72564525574302,233.27435474425695,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,Seasonal_Naive
2026-10-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Seasonal_Naive,184.0,151.78123120536753,216.21876879463247,134.72564525574302,233.27435474425695,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,Seasonal_Naive
2026-11-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Seasonal_Naive,173.0,140.78123120536753,205.21876879463247,123.72564525574302,222.27435474425695,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,Seasonal_Naive
2026-12-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Seasonal_Naive,164.0,131.78123120536753,196.21876879463247,114.72564525574302,213.27435474425695,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,Seasonal_Naive
2027-01-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Seasonal_Naive,146.0,113.78123120536752,178.21876879463247,96.72564525574302,195.27435474425695,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,Seasonal_Naive
2027-02-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Seasonal_Naive,234.0,201.78123120536753,266.21876879463247,184.72564525574305,283.274354744257,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,Seasonal_Naive
2027-03-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Seasonal_Naive,184.0,151.78123120536753,216.21876879463247,134.72564525574302,233.27435474425695,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,Seasonal_Naive
2027-04-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Seasonal_Naive,235.0,202.78123120536753,267.21876879463247,185.72564525574305,284.274354744257,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,Seasonal_Naive
2027-05-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Seasonal_Naive,199.0,166.78123120536753,231.21876879463247,149.72564525574302,248.27435474425695,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,Seasonal_Naive
2027-06-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Seasonal_Naive,229.0,196.78123120536753,261.21876879463247,179.72564525574302,278.274354744257,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,Seasonal_Naive
2026-07-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,TiRex2,73.31451416015625,27.6192626953125,126.53494262695312,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,27.6192626953125,44.94409942626953,55.930633544921875,64.95580291748047,73.31451416015625,82.47406768798828,92.76742553710938,105.71150970458984,126.53494262695312,TiRex2
2026-08-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,TiRex2,174.31973266601562,104.94477081298828,247.7392120361328,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,104.94477081298828,126.81187438964844,143.2007598876953,158.61328125,174.31973266601562,190.4117889404297,206.89222717285156,224.22808837890625,247.7392120361328,TiRex2
2026-09-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,TiRex2,206.0680694580078,135.39935302734375,294.57965087890625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,135.39935302734375,158.26681518554688,175.2543182373047,190.64328002929688,206.0680694580078,222.50328063964844,240.8516082763672,262.7166748046875,294.57965087890625,TiRex2
2026-10-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,TiRex2,478.232177734375,356.1960754394531,636.8876342773438,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,356.1960754394531,390.27789306640625,419.6099853515625,448.2740783691406,478.232177734375,509.5073547363281,543.1044311523438,581.2288208007812,636.8876342773438,TiRex2
2026-11-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,TiRex2,710.0667724609375,563.8568115234375,915.038818359375,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,563.8568115234375,605.9824829101562,641.1617431640625,675.7242431640625,710.0667724609375,746.3831787109375,785.3063354492188,833.0856323242188,915.038818359375,TiRex2
2026-12-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,TiRex2,37.17193603515625,0.0,89.46308898925781,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,0.0,14.09172821044922,23.451087951660156,30.451610565185547,37.17193603515625,45.23619079589844,53.827186584472656,66.0252685546875,89.46308898925781,TiRex2
2027-01-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,TiRex2,47.74395751953125,11.075740814208984,108.30949401855467,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,11.075740814208984,26.588743209838867,34.953033447265625,40.91252136230469,47.74395751953125,56.51985549926758,66.61984252929688,81.13787841796875,108.30949401855467,TiRex2
2027-02-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,TiRex2,59.06797790527344,14.581668853759766,119.1397705078125,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,14.581668853759766,33.468467712402344,43.61151885986328,51.04451751708984,59.06797790527344,68.18585968017578,78.01139831542969,92.2233428955078,119.1397705078125,TiRex2
2027-03-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,TiRex2,81.22756958007812,29.784038543701172,149.60873413085938,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,29.784038543701172,49.16398620605469,61.97944641113281,71.71464538574219,81.22756958007812,91.60075378417967,103.0538330078125,119.800048828125,149.60873413085938,TiRex2
2027-04-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,TiRex2,176.8578338623047,92.63721466064452,274.37762451171875,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,92.63721466064452,118.4541473388672,139.88607788085938,158.79190063476562,176.8578338623047,195.49398803710935,214.1464385986328,238.2433624267578,274.37762451171875,TiRex2
2027-05-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,TiRex2,209.74871826171875,125.00264739990234,319.1761169433594,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,125.00264739990234,151.3720245361328,172.17738342285156,191.0243682861328,209.74871826171875,229.8667755126953,251.4583282470703,278.88299560546875,319.1761169433594,TiRex2
2027-06-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,TiRex2,485.4846801757813,338.6821594238281,694.7457275390625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,338.6821594238281,375.43597412109375,411.7490539550781,448.2668762207031,485.4846801757813,524.9595947265625,566.5380859375,617.4246826171875,694.7457275390625,TiRex2
2026-07-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,57.40594482421875,8.045158386230469,193.8898773193359,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,8.045158386230469,30.712615966796875,43.009178161621094,50.88785934448242,57.40594482421875,67.43511199951172,85.70191192626953,119.40162658691406,193.8898773193359,TiRex2
2026-08-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,104.18179321289062,24.945152282714844,318.05645751953125,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,24.945152282714844,51.72088241577149,69.1295394897461,85.73212432861328,104.18179321289062,126.53038787841795,159.0477294921875,213.953125,318.05645751953125,TiRex2
2026-09-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,171.48846435546875,55.03334045410156,485.92279052734375,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,55.03334045410156,87.86481475830078,114.78378295898438,142.1292266845703,171.48846435546875,206.99429321289065,257.03826904296875,336.46112060546875,485.92279052734375,TiRex2
2026-10-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,276.7158508300781,99.98551940917967,808.270751953125,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,99.98551940917967,146.14161682128906,187.10939025878903,229.27525329589844,276.7158508300781,333.1336669921875,411.8535461425781,541.3926391601562,808.270751953125,TiRex2
2026-11-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,393.3888549804687,204.46383666992188,1127.36962890625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,204.46383666992188,252.0115509033203,295.5805969238281,341.7233581542969,393.3888549804687,456.9666748046875,552.0198974609375,728.5074462890625,1127.36962890625,TiRex2
2026-12-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,190.0142822265625,52.679931640625,592.6364135742188,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,52.679931640625,93.29077911376952,126.04084777832033,156.89193725585938,190.0142822265625,230.29884338378903,289.45721435546875,391.67584228515625,592.6364135742188,TiRex2
2027-01-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,53.84693908691406,17.78762435913086,306.49737548828125,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,17.78762435913086,36.06105041503906,43.74467849731445,47.81830978393555,53.84693908691406,67.36859893798828,100.24928283691406,173.12469482421875,306.49737548828125,TiRex2
2027-02-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,54.156341552734375,11.01335906982422,294.0403747558594,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,11.01335906982422,25.72600746154785,35.146209716796875,43.720306396484375,54.156341552734375,70.37464141845703,101.3695297241211,168.2686004638672,294.0403747558594,TiRex2
2027-03-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,57.54960632324219,12.663166046142578,277.67633056640625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,12.663166046142578,30.37734031677246,41.67648696899414,50.15286636352539,57.54960632324219,68.25992584228516,90.71649932861328,151.23948669433594,277.67633056640625,TiRex2
2027-04-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,79.5206298828125,17.612316131591797,328.4046630859375,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,17.612316131591797,38.21974182128906,52.43954849243164,65.84296417236328,79.5206298828125,98.22908020019533,128.39425659179688,194.37884521484375,328.4046630859375,TiRex2
2027-05-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,157.15145874023438,57.057518005371094,476.9387512207031,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,57.057518005371094,85.97095489501953,109.67271423339844,132.82696533203125,157.15145874023438,187.1368408203125,228.4584045410156,307.7613830566406,476.9387512207031,TiRex2
2027-06-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,255.84451293945312,85.87419128417969,759.6885986328125,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,85.87419128417969,129.3097686767578,169.9303741455078,212.04640197753903,255.84451293945312,306.1181945800781,370.56005859375,486.5198669433594,759.6885986328125,TiRex2
2026-07-01,DRV,Electric Drives,Electric Drives Precision,DRV-05,ARIMA,368.3750000000356,318.06739281140665,418.6826071886645,291.43615423755546,445.3138457625157,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,ARIMA
2026-08-01,DRV,Electric Drives,Electric Drives Precision,DRV-05,ARIMA,293.3750000000356,243.06739281140665,343.6826071886645,216.43615423755543,370.3138457625157,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,ARIMA
2026-09-01,DRV,Electric Drives,Electric Drives Precision,DRV-05,ARIMA,306.3750000000356,256.06739281140665,356.6826071886645,229.43615423755543,383.3138457625157,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,ARIMA
2026-10-01,DRV,Electric Drives,Electric Drives Precision,DRV-05,ARIMA,329.3750000000356,279.06739281140665,379.6826071886645,252.43615423755543,406.3138457625157,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,ARIMA
2026-11-01,DRV,Electric Drives,Electric Drives Precision,DRV-05,ARIMA,335.3750000000356,285.06739281140665,385.6826071886645,258.43615423755546,412.3138457625157,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,ARIMA
2026-12-01,DRV,Electric Drives,Electric Drives Precision,DRV-05,ARIMA,397.3750000000356,347.06739281140665,447.6826071886645,320.43615423755546,474.3138457625157,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,,ARIMA
