Month,Product_Group_Code,Product_Group,SKU_Description,SKU,Model,Forecast_Units,PI80_Lower_Units,PI80_Upper_Units,PI95_Lower_Units,PI95_Upper_Units,Interval_Method,Demand_Profile,Quantile_Crossings,Raw_Quantile_Crossings,Quantile_Rearranged,Q10_Units,Q20_Units,Q30_Units,Q40_Units,Q50_Units,Q60_Units,Q70_Units,Q80_Units,Q90_Units
2026-07-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ARIMA,548.5055853262609,18.202132639003935,1078.8090380135177,0.0,1359.534728505979,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-08-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ARIMA,539.3216020144056,9.018149327148649,1069.6250547016623,0.0,1350.3507451941236,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-09-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ARIMA,520.11872781689,0.0,1050.422180504147,0.0,1331.1478709966082,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-10-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ARIMA,484.63515593017627,0.0,1014.9386086174331,0.0,1295.6642991098945,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-11-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ARIMA,437.0454242232897,0.0,967.3488769105466,0.0,1248.074567403008,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-12-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ARIMA,368.1655493843749,0.0,898.4690020716318,0.0,1179.1946925640932,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-01-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ARIMA,198.26185811505175,0.0,728.5653108023087,0.0,1009.29100129477,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-02-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ARIMA,0.0,0.0,479.3454000215078,0.0,760.071090513969,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-03-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ARIMA,546.4183163917484,16.114863704491427,1076.7217690790053,0.0,1357.4474595714664,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-04-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ARIMA,536.8168792929905,6.513426605733571,1067.1203319802476,0.0,1347.846022472709,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-05-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ARIMA,517.1965513085723,0.0,1047.5000039958293,0.0,1328.2256944882906,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-06-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ARIMA,490.06205515990894,0.0,1020.365507847166,0.0,1301.0911983396272,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-07-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Drift,173.2,0.0,885.9865209726809,0.0,1263.3129126071346,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-08-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Drift,176.39999999999998,0.0,1198.3369165617837,0.0,1739.3176420082973,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-09-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Drift,179.59999999999997,0.0,1448.0129102364117,0.0,2119.470145242691,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-10-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Drift,182.79999999999995,0.0,1666.583465586583,0.0,2452.050985753268,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-11-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Drift,185.99999999999997,0.0,1866.053941727166,0.0,2755.4207758784105,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-12-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Drift,189.19999999999996,0.0,2052.4699573462176,0.0,3038.825491520632,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-01-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Drift,192.39999999999995,0.0,2229.3571505694695,0.0,3307.6571308911166,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-02-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Drift,195.5999999999999,0.0,2398.9700880774294,0.0,3565.363756177405,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-03-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Drift,198.79999999999993,0.0,2562.8454456891723,0.0,3814.295510239352,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-04-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Drift,201.99999999999991,0.0,2722.0809125907494,0.0,4056.131163817616,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-05-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Drift,205.19999999999993,0.0,2877.4893846280684,0.0,4292.113933825191,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-06-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Drift,208.39999999999992,0.0,3029.6903283530796,0.0,4523.191212598128,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-07-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,383.69494876827656,0.0,968.6297767308852,0.0,1278.2755703624266,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-08-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,383.69494876827656,0.0,968.6297796702128,0.0,1278.2755748577404,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-09-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,383.69494876827656,0.0,968.6297826095404,0.0,1278.275579353054,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-10-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,383.69494876827656,0.0,968.629785548868,0.0,1278.275583848368,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-11-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,383.69494876827656,0.0,968.6297884881958,0.0,1278.2755883436814,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-12-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,383.69494876827656,0.0,968.6297914275236,0.0,1278.2755928389952,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-01-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,383.69494876827656,0.0,968.629794366851,0.0,1278.275597334309,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-02-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,383.69494876827656,0.0,968.6297973061784,0.0,1278.2756018296225,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-03-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,383.69494876827656,0.0,968.6298002455062,0.0,1278.275606324936,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-04-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,383.69494876827656,0.0,968.6298031848336,0.0,1278.2756108202498,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-05-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,383.69494876827656,0.0,968.6298061241612,0.0,1278.2756153155633,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-06-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,383.69494876827656,0.0,968.6298090634888,0.0,1278.2756198108768,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-07-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,383.75,0.0,968.1911121082773,0.0,1277.575548353945,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-08-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,383.75,0.0,968.1911121082773,0.0,1277.575548353945,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-09-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,383.75,0.0,968.1911121082773,0.0,1277.575548353945,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-10-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,383.75,0.0,968.1911121082773,0.0,1277.575548353945,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-11-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,383.75,0.0,968.1911121082773,0.0,1277.575548353945,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-12-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,383.75,0.0,968.1911121082773,0.0,1277.575548353945,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-01-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,383.75,0.0,968.1911121082773,0.0,1277.575548353945,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-02-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,383.75,0.0,968.1911121082773,0.0,1277.575548353945,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-03-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,383.75,0.0,968.1911121082773,0.0,1277.575548353945,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-04-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,383.75,0.0,968.1911121082773,0.0,1277.575548353945,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-05-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,383.75,0.0,968.1911121082773,0.0,1277.575548353945,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-06-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,383.75,0.0,968.1911121082773,0.0,1277.575548353945,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-07-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Naive,170.0,0.0,862.716125063665,0.0,1229.4178908891329,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-08-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Naive,170.0,0.0,1149.648538939572,0.0,1668.243149516111,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-09-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Naive,170.0,0.0,1369.8195238325045,0.0,2004.965613467439,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-10-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Naive,170.0,0.0,1555.43225012733,0.0,2288.8357817782653,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-11-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Naive,170.0,0.0,1718.960344752601,0.0,2538.930420607556,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-12-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Naive,170.0,0.0,1866.8010430039567,0.0,2765.0332570539185,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-01-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Naive,170.0,0.0,2002.7545960827747,0.0,2972.956273785206,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-02-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Naive,170.0,0.0,2129.297077879144,0.0,3166.486299032222,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-03-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Naive,170.0,0.0,2248.148375190995,0.0,3348.253672667398,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-04-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Naive,170.0,0.0,2360.5607271272333,0.0,3520.173529141406,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-05-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Naive,170.0,0.0,2467.4794730650833,0.0,3683.6916402689294,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-06-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Naive,170.0,0.0,2569.639047665009,0.0,3839.931226934878,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-07-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Seasonal_Naive,30.0,0.0,1000.2076107127943,0.0,1513.8044957759091,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-08-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Seasonal_Naive,52.0,0.0,1022.2076107127943,0.0,1535.8044957759091,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-09-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Seasonal_Naive,98.0,0.0,1068.2076107127943,0.0,1581.8044957759091,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-10-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Seasonal_Naive,183.0,0.0,1153.2076107127943,0.0,1666.8044957759091,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-11-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Seasonal_Naive,297.0,0.0,1267.2076107127943,0.0,1780.8044957759091,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-12-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Seasonal_Naive,462.0,0.0,1432.2076107127943,0.0,1945.8044957759091,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-01-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Seasonal_Naive,869.0,0.0,1839.2076107127943,0.0,2352.8044957759093,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-02-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Seasonal_Naive,1466.0,495.7923892872057,2436.207610712794,0.0,2949.8044957759093,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-03-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Seasonal_Naive,35.0,0.0,1005.2076107127943,0.0,1518.8044957759091,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-04-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Seasonal_Naive,58.0,0.0,1028.2076107127943,0.0,1541.8044957759091,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-05-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Seasonal_Naive,105.0,0.0,1075.2076107127943,0.0,1588.8044957759091,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2027-06-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Seasonal_Naive,170.0,0.0,1140.2076107127943,0.0,1653.8044957759091,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,
2026-07-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,153.197265625,0.6985015869140625,312.69610595703125,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,0.6985015869140625,59.267974853515625,97.67546081542967,127.41220092773438,153.197265625,179.50454711914062,209.88333129882812,249.19480895996097,312.69610595703125
2026-08-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,320.9886779785156,140.6289825439453,534.0550537109375,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,140.6289825439453,202.0758056640625,246.12106323242188,284.1199951171875,320.9886779785156,358.7425842285156,400.7945861816406,453.2916870117187,534.0550537109375
2026-09-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,421.5748596191406,199.4857177734375,752.9607543945312,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,199.4857177734375,264.07354736328125,317.4070739746094,369.240234375,421.5748596191406,478.016845703125,544.202880859375,628.3070068359375,752.9607543945312
2026-10-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,1044.538330078125,693.495361328125,1749.9986572265625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,693.495361328125,787.430419921875,870.7782592773438,953.8046264648438,1044.538330078125,1147.64453125,1276.1287841796875,1453.7164306640625,1749.9986572265625
2026-11-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,767.26806640625,474.9725036621094,1307.91650390625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,474.9725036621094,549.2567138671875,618.276123046875,690.2973022460938,767.26806640625,853.9866943359375,956.636962890625,1091.9490966796875,1307.91650390625
2026-12-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,104.11257934570312,0.0,280.72857666015625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,0.0,50.06190872192383,74.9183120727539,90.05509185791016,104.11257934570312,122.71175384521484,149.0656280517578,196.076416015625,280.72857666015625
2027-01-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,147.6371307373047,21.569503784179688,351.1034240722656,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,21.569503784179688,63.681358337402344,92.87737274169922,119.05581665039062,147.6371307373047,180.03756713867188,217.03375244140625,268.4290466308594,351.1034240722656
2027-02-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,91.99386596679688,0.0,277.16265869140625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,0.0,26.501075744628903,52.51082229614258,71.99913024902344,91.99386596679688,115.01234436035156,143.11422729492188,191.0873107910156,277.16265869140625
2027-03-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,156.1202392578125,24.93565368652344,373.7371826171875,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,24.93565368652344,71.34092712402344,101.89036560058594,128.34307861328125,156.1202392578125,187.7400665283203,224.74887084960935,281.5123596191406,373.7371826171875
2027-04-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,211.20089721679688,53.816741943359375,446.11077880859375,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,53.816741943359375,111.7960433959961,149.84986877441406,181.1683654785156,211.20089721679688,244.09500122070312,282.149658203125,343.75531005859375,446.11077880859375
2027-05-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,400.2278137207031,196.46734619140625,711.1053466796875,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,196.46734619140625,256.75335693359375,305.67572021484375,352.6470947265625,400.2278137207031,450.9728698730469,506.4182434082031,584.9121704101562,711.1053466796875
2027-06-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,696.739013671875,378.90582275390625,1295.691650390625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Erratic,0.0,0.0,False,378.90582275390625,462.310302734375,537.6759033203125,614.998291015625,696.739013671875,786.9558715820312,891.0390625,1041.3883056640625,1295.691650390625
2026-07-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ARIMA,457.4559834782335,409.6614277231692,505.25053923329784,384.360518219128,530.551448737339,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2026-08-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ARIMA,0.0,0.0,47.79455575506434,0.0,73.09546525910551,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2026-09-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ARIMA,510.0030130020132,462.20845724694885,557.7975687570776,436.9075477429077,583.0984782611187,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2026-10-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ARIMA,463.1828453415954,415.3882895865311,510.9774010966597,390.08738008248986,536.2783106007009,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2026-11-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ARIMA,0.0,0.0,47.79455575506434,0.0,73.09546525910551,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2026-12-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ARIMA,624.3228040371793,576.5282482821149,672.1173597922436,551.2273387780738,697.4182692962847,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2027-01-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ARIMA,494.7705017598766,446.9759460048123,542.5650575149409,421.67503650077106,567.8659670189821,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2027-02-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ARIMA,0.0,0.0,47.79455575506434,0.0,73.09546525910551,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2027-03-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ARIMA,465.2731381366382,417.47858238157386,513.0676938917026,392.1776728775327,538.3686033957437,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2027-04-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ARIMA,536.6365690683191,488.8420133132548,584.4311248233835,463.5411038092136,609.7320343274246,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2027-05-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ARIMA,0.0,0.0,47.79455575506434,0.0,73.09546525910551,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2027-06-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ARIMA,449.3212975361728,401.52674178110846,497.1158532912371,376.2258322770673,522.4167627952783,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2026-07-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Drift,375.2857142857143,0.0,915.6417324933716,0.0,1201.6889297243515,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2026-08-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Drift,371.5714285714285,0.0,1146.2911333424745,0.0,1556.4029720602718,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2026-09-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Drift,367.8571428571428,0.0,1329.427724583678,0.0,1838.4524426852463,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2026-10-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Drift,364.14285714285705,0.0,1488.9836078526398,0.0,2084.4383325709537,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2026-11-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Drift,360.4285714285713,0.0,1634.059920527225,0.0,2308.2796301986637,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2026-12-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Drift,356.71428571428555,0.0,1769.239783002895,0.0,2516.9856133480807,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2027-01-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Drift,352.99999999999983,0.0,1897.1959447259524,0.0,2714.643899556642,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2027-02-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Drift,349.28571428571405,0.0,2019.6375691533617,0.0,2903.868428762003,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2027-03-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Drift,345.5714285714283,0.0,2137.7295941766783,0.0,3086.440819724627,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2027-04-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Drift,341.85714285714255,0.0,2252.3041665051223,0.0,3263.6337310122817,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2027-05-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Drift,338.1428571428568,0.0,2363.977533990734,0.0,3436.389632384297,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2027-06-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Drift,334.4285714285711,0.0,2473.2193077577085,0.0,3605.426732077396,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2026-07-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,448.7336510788832,396.3952958253359,501.07200633243053,368.6890441625606,528.7782579952058,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2026-08-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,0.0,0.0,47.2854129432907,0.0,75.10216072238518,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2026-09-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,458.7924059077844,406.0374122593749,511.54739955619385,378.11060555308507,539.4742062624837,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2026-10-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,447.9807317581258,395.0186479911296,500.942815525122,366.98221439812073,528.9792491181308,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2026-11-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,0.0,0.0,49.464245600306896,0.0,77.60987908793537,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2026-12-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,565.3702914703259,511.9964379356641,618.7441450049877,483.742026594696,646.9985563459559,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2027-01-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,506.1245168109267,452.5459651018881,559.7030685199654,424.1831930929791,588.0658405288744,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2027-02-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,0.0,0.0,51.30180490002258,0.0,79.77252515494534,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2027-03-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,480.1256689296472,426.1400492940875,534.1112885652069,397.5617885415716,562.6895493177228,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2027-04-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,519.9504670642959,465.762460185154,574.1384739434379,437.07706209756407,602.8238720310278,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2027-05-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,0.0,0.0,35.51163126554821,0.0,64.30376802627204,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2027-06-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,435.84858749569617,381.2576076056254,490.4395673857669,352.3588884918013,519.338286499591,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2026-07-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Mean,326.3888888888889,16.360500704889887,636.4172770728879,0.0,800.5363920893708,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
2026-08-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Mean,326.3888888888889,16.360500704889887,636.4172770728879,0.0,800.5363920893708,Native fable 80% and 95% model intervals,Intermittent,,,,,,,,,,,,
