Month,Product_Group_Code,Product_Group,SKU_Description,SKU,Selected_Model,Forecast_Units,PI80_Lower_Units,PI80_Upper_Units,PI95_Lower_Units,PI95_Upper_Units,Demand_Profile
2026-08-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Seasonal_Naive,729,594.8970945419649,863.1029054580351,523.9073045623139,934.0926954376861,Seasonal
2026-09-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Seasonal_Naive,647,512.8970945419649,781.1029054580351,441.9073045623139,852.0926954376861,Seasonal
2026-10-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Seasonal_Naive,806,671.8970945419649,940.1029054580351,600.9073045623139,1011.0926954376861,Seasonal
2026-11-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Seasonal_Naive,764,629.8970945419649,898.1029054580351,558.9073045623139,969.0926954376861,Seasonal
2026-12-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Seasonal_Naive,769,634.8970945419649,903.1029054580351,563.9073045623139,974.0926954376861,Seasonal
2027-01-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Seasonal_Naive,909,774.8970945419649,1043.1029054580351,703.9073045623139,1114.0926954376862,Seasonal
2027-02-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Seasonal_Naive,1094,959.8970945419649,1228.1029054580351,888.9073045623139,1299.0926954376862,Seasonal
2027-03-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Seasonal_Naive,1026,891.8970945419649,1160.1029054580351,820.9073045623139,1231.0926954376862,Seasonal
2027-04-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Seasonal_Naive,933,798.8970945419649,1067.1029054580351,727.9073045623139,1138.0926954376862,Seasonal
2027-05-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Seasonal_Naive,890,755.8970945419649,1024.1029054580351,684.9073045623139,1095.0926954376862,Seasonal
2027-06-01,CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Seasonal_Naive,909,774.8970945419649,1043.1029054580351,703.9073045623139,1114.0926954376862,Seasonal
2026-07-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,822,671.8928875934117,972.1071124065883,592.4309822170948,1051.5690177829051,Seasonal
2026-08-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,782,631.8928875934117,932.1071124065883,552.4309822170948,1011.5690177829052,Seasonal
2026-09-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,856,705.8928875934117,1006.1071124065883,626.4309822170948,1085.5690177829051,Seasonal
2026-10-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,1123,972.8928875934117,1273.1071124065884,893.4309822170948,1352.5690177829051,Seasonal
2026-11-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,1002,851.8928875934117,1152.1071124065884,772.4309822170948,1231.5690177829051,Seasonal
2026-12-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,1082,931.8928875934117,1232.1071124065884,852.4309822170948,1311.5690177829051,Seasonal
2027-01-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,920,769.8928875934117,1070.1071124065884,690.4309822170948,1149.5690177829051,Seasonal
2027-02-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,1284,1133.8928875934116,1434.1071124065884,1054.4309822170949,1513.5690177829051,Seasonal
2027-03-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,1069,918.8928875934117,1219.1071124065884,839.4309822170948,1298.5690177829051,Seasonal
2027-04-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,996,845.8928875934117,1146.1071124065884,766.4309822170948,1225.5690177829051,Seasonal
2027-05-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,902,751.8928875934117,1052.1071124065884,672.4309822170948,1131.5690177829051,Seasonal
2027-06-01,CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,948,797.8928875934117,1098.1071124065884,718.4309822170948,1177.5690177829051,Seasonal
2026-07-01,CNV,Conveying Components,Conveying Components Premium,CNV-08,Seasonal_Naive,897,718.8823887371504,1075.1176112628496,624.5926209499517,1169.4073790500483,Seasonal
2026-08-01,CNV,Conveying Components,Conveying Components Premium,CNV-08,Seasonal_Naive,1027,848.8823887371504,1205.1176112628496,754.5926209499517,1299.4073790500483,Seasonal
2026-09-01,CNV,Conveying Components,Conveying Components Premium,CNV-08,Seasonal_Naive,1123,944.8823887371504,1301.1176112628496,850.5926209499517,1395.4073790500483,Seasonal
2026-10-01,CNV,Conveying Components,Conveying Components Premium,CNV-08,Seasonal_Naive,1288,1109.8823887371504,1466.1176112628496,1015.5926209499517,1560.4073790500483,Seasonal
2026-11-01,CNV,Conveying Components,Conveying Components Premium,CNV-08,Seasonal_Naive,1347,1168.8823887371504,1525.1176112628496,1074.5926209499517,1619.4073790500483,Seasonal
2026-12-01,CNV,Conveying Components,Conveying Components Premium,CNV-08,Seasonal_Naive,1429,1250.8823887371504,1607.1176112628496,1156.5926209499517,1701.4073790500483,Seasonal
2027-01-01,CNV,Conveying Components,Conveying Components Premium,CNV-08,Seasonal_Naive,1525,1346.8823887371504,1703.1176112628496,1252.5926209499517,1797.4073790500483,Seasonal
2027-02-01,CNV,Conveying Components,Conveying Components Premium,CNV-08,Seasonal_Naive,1473,1294.8823887371504,1651.1176112628496,1200.5926209499517,1745.4073790500483,Seasonal
2027-03-01,CNV,Conveying Components,Conveying Components Premium,CNV-08,Seasonal_Naive,1274,1095.8823887371504,1452.1176112628496,1001.5926209499517,1546.4073790500483,Seasonal
2027-04-01,CNV,Conveying Components,Conveying Components Premium,CNV-08,Seasonal_Naive,1275,1096.8823887371504,1453.1176112628496,1002.5926209499517,1547.4073790500483,Seasonal
2027-05-01,CNV,Conveying Components,Conveying Components Premium,CNV-08,Seasonal_Naive,1085,906.8823887371504,1263.1176112628496,812.5926209499517,1357.4073790500483,Seasonal
2027-06-01,CNV,Conveying Components,Conveying Components Premium,CNV-08,Seasonal_Naive,1066,887.8823887371504,1244.1176112628496,793.5926209499517,1338.4073790500483,Seasonal
2026-07-01,CVL,Control Valves,Control Valves Core,CVL-01,ETS,178.05418968861372,142.15275354944347,213.95562582778396,123.14768126720949,232.96069811001794,Volatile
2026-08-01,CVL,Control Valves,Control Valves Core,CVL-01,ETS,178.05418968861372,142.1527533653587,213.95562601186873,123.14768098567613,232.96069839155132,Volatile
2026-09-01,CVL,Control Valves,Control Valves Core,CVL-01,ETS,178.05418968861372,142.1527531812741,213.95562619595333,123.14768070414304,232.96069867308438,Volatile
2026-10-01,CVL,Control Valves,Control Valves Core,CVL-01,ETS,178.05418968861372,142.15275299718934,213.9556263800381,123.14768042260968,232.96069895461775,Volatile
2026-11-01,CVL,Control Valves,Control Valves Core,CVL-01,ETS,178.05418968861372,142.15275281310457,213.95562656412287,123.14768014107634,232.9606992361511,Volatile
2026-12-01,CVL,Control Valves,Control Valves Core,CVL-01,ETS,178.05418968861372,142.15275262901997,213.95562674820746,123.14767985954325,232.9606995176842,Volatile
2027-01-01,CVL,Control Valves,Control Valves Core,CVL-01,ETS,178.05418968861372,142.15275244493523,213.9556269322922,123.1476795780099,232.96069979921754,Volatile
2027-02-01,CVL,Control Valves,Control Valves Core,CVL-01,ETS,178.05418968861372,142.15275226085055,213.9556271163769,123.14767929647667,232.96070008075077,Volatile
2027-03-01,CVL,Control Valves,Control Valves Core,CVL-01,ETS,178.05418968861372,142.15275207676586,213.95562730046157,123.14767901494346,232.96070036228397,Volatile
2027-04-01,CVL,Control Valves,Control Valves Core,CVL-01,ETS,178.05418968861372,142.15275189268118,213.95562748454626,123.14767873341023,232.9607006438172,Volatile
2027-05-01,CVL,Control Valves,Control Valves Core,CVL-01,ETS,178.05418968861372,142.15275170859644,213.955627668631,123.1476784518769,232.96070092535052,Volatile
2027-06-01,CVL,Control Valves,Control Valves Core,CVL-01,ETS,178.05418968861372,142.15275152451184,213.9556278527156,123.14767817034381,232.96070120688364,Volatile
2026-07-01,CVL,Control Valves,Control Valves Compact,CVL-02,ETS,214.23092374145028,172.69345999410606,255.7683874887945,150.70485491773,277.7569925651706,Volatile
2026-08-01,CVL,Control Valves,Control Valves Compact,CVL-02,ETS,214.23092374145028,172.69345978166285,255.7683877012377,150.7048545928261,277.75699289007446,Volatile
2026-09-01,CVL,Control Valves,Control Valves Compact,CVL-02,ETS,214.23092374145028,172.69345956921964,255.76838791368093,150.70485426792226,277.7569932149783,Volatile
2026-10-01,CVL,Control Valves,Control Valves Compact,CVL-02,ETS,214.23092374145028,172.69345935677643,255.76838812612414,150.7048539430184,277.75699353988216,Volatile
2026-11-01,CVL,Control Valves,Control Valves Compact,CVL-02,ETS,214.23092374145028,172.6934591443332,255.76838833856738,150.70485361811456,277.756993864786,Volatile
2026-12-01,CVL,Control Valves,Control Valves Compact,CVL-02,ETS,214.23092374145028,172.69345893189,255.76838855101056,150.7048532932107,277.75699418968986,Volatile
2027-01-01,CVL,Control Valves,Control Valves Compact,CVL-02,ETS,214.23092374145028,172.6934587194468,255.76838876345377,150.70485296830685,277.7569945145937,Volatile
2027-02-01,CVL,Control Valves,Control Valves Compact,CVL-02,ETS,214.23092374145028,172.69345850700358,255.76838897589698,150.704852643403,277.75699483949757,Volatile
2027-03-01,CVL,Control Valves,Control Valves Compact,CVL-02,ETS,214.23092374145028,172.69345829456037,255.7683891883402,150.70485231849915,277.7569951644014,Volatile
2027-04-01,CVL,Control Valves,Control Valves Compact,CVL-02,ETS,214.23092374145028,172.69345808211716,255.7683894007834,150.70485199359533,277.75699548930527,Volatile
2027-05-01,CVL,Control Valves,Control Valves Compact,CVL-02,ETS,214.23092374145028,172.69345786967398,255.7683896132266,150.70485166869148,277.75699581420906,Volatile
2027-06-01,CVL,Control Valves,Control Valves Compact,CVL-02,ETS,214.23092374145028,172.69345765723077,255.7683898256698,150.70485134378765,277.7569961391129,Volatile
2026-07-01,CVL,Control Valves,Control Valves Standard,CVL-03,Mean,257.3333333333333,208.58787689576022,306.0787897709064,182.7835909770751,331.8830756895915,Volatile
2026-08-01,CVL,Control Valves,Control Valves Standard,CVL-03,Mean,257.3333333333333,208.58787689576022,306.0787897709064,182.7835909770751,331.8830756895915,Volatile
2026-09-01,CVL,Control Valves,Control Valves Standard,CVL-03,Mean,257.3333333333333,208.58787689576022,306.0787897709064,182.7835909770751,331.8830756895915,Volatile
2026-10-01,CVL,Control Valves,Control Valves Standard,CVL-03,Mean,257.3333333333333,208.58787689576022,306.0787897709064,182.7835909770751,331.8830756895915,Volatile
2026-11-01,CVL,Control Valves,Control Valves Standard,CVL-03,Mean,257.3333333333333,208.58787689576022,306.0787897709064,182.7835909770751,331.8830756895915,Volatile
2026-12-01,CVL,Control Valves,Control Valves Standard,CVL-03,Mean,257.3333333333333,208.58787689576022,306.0787897709064,182.7835909770751,331.8830756895915,Volatile
2027-01-01,CVL,Control Valves,Control Valves Standard,CVL-03,Mean,257.3333333333333,208.58787689576022,306.0787897709064,182.7835909770751,331.8830756895915,Volatile
2027-02-01,CVL,Control Valves,Control Valves Standard,CVL-03,Mean,257.3333333333333,208.58787689576022,306.0787897709064,182.7835909770751,331.8830756895915,Volatile
2027-03-01,CVL,Control Valves,Control Valves Standard,CVL-03,Mean,257.3333333333333,208.58787689576022,306.0787897709064,182.7835909770751,331.8830756895915,Volatile
2027-04-01,CVL,Control Valves,Control Valves Standard,CVL-03,Mean,257.3333333333333,208.58787689576022,306.0787897709064,182.7835909770751,331.8830756895915,Volatile
2027-05-01,CVL,Control Valves,Control Valves Standard,CVL-03,Mean,257.3333333333333,208.58787689576022,306.0787897709064,182.7835909770751,331.8830756895915,Volatile
2027-06-01,CVL,Control Valves,Control Valves Standard,CVL-03,Mean,257.3333333333333,208.58787689576022,306.0787897709064,182.7835909770751,331.8830756895915,Volatile
2026-07-01,CVL,Control Valves,Control Valves Heavy Duty,CVL-04,ETS,301.90379674773203,252.31325539507185,351.4943381003922,226.06160854537558,377.7459849500885,Volatile
2026-08-01,CVL,Control Valves,Control Valves Heavy Duty,CVL-04,ETS,301.90379674773203,252.31325514236076,351.49433835310333,226.06160815888734,377.7459853365767,Volatile
2026-09-01,CVL,Control Valves,Control Valves Heavy Duty,CVL-04,ETS,301.90379674773203,252.3132548896497,351.4943386058144,226.0616077723991,377.74598572306496,Volatile
2026-10-01,CVL,Control Valves,Control Valves Heavy Duty,CVL-04,ETS,301.90379674773203,252.3132546369386,351.49433885852545,226.06160738591086,377.7459861095532,Volatile
2026-11-01,CVL,Control Valves,Control Valves Heavy Duty,CVL-04,ETS,301.90379674773203,252.31325438422778,351.4943391112363,226.06160699942302,377.74598649604104,Volatile
2026-12-01,CVL,Control Valves,Control Valves Heavy Duty,CVL-04,ETS,301.90379674773203,252.3132541315165,351.4943393639476,226.0616066129344,377.7459868825297,Volatile
2027-01-01,CVL,Control Valves,Control Valves Heavy Duty,CVL-04,ETS,301.90379674773203,252.31325387880543,351.49433961665864,226.0616062264462,377.74598726901786,Volatile
2027-02-01,CVL,Control Valves,Control Valves Heavy Duty,CVL-04,ETS,301.90379674773203,252.31325362609434,351.4943398693697,226.06160583995796,377.7459876555061,Volatile
2027-03-01,CVL,Control Valves,Control Valves Heavy Duty,CVL-04,ETS,301.90379674773203,252.31325337338328,351.49434012208076,226.06160545346972,377.74598804199434,Volatile
2027-04-01,CVL,Control Valves,Control Valves Heavy Duty,CVL-04,ETS,301.90379674773203,252.31325312067221,351.4943403747918,226.0616050669815,377.7459884284825,Volatile
2027-05-01,CVL,Control Valves,Control Valves Heavy Duty,CVL-04,ETS,301.90379674773203,252.31325286796138,351.49434062750265,226.06160468049364,377.7459888149704,Volatile
2027-06-01,CVL,Control Valves,Control Valves Heavy Duty,CVL-04,ETS,301.90379674773203,252.31325261525032,351.4943408802137,226.06160429400546,377.7459892014586,Volatile
2026-07-01,CVL,Control Valves,Control Valves Precision,CVL-05,Mean,353.6666666666667,294.0847892274916,413.24854410584175,262.5440485436595,444.78928478967384,Volatile
2026-08-01,CVL,Control Valves,Control Valves Precision,CVL-05,Mean,353.6666666666667,294.0847892274916,413.24854410584175,262.5440485436595,444.78928478967384,Volatile
2026-09-01,CVL,Control Valves,Control Valves Precision,CVL-05,Mean,353.6666666666667,294.0847892274916,413.24854410584175,262.5440485436595,444.78928478967384,Volatile
2026-10-01,CVL,Control Valves,Control Valves Precision,CVL-05,Mean,353.6666666666667,294.0847892274916,413.24854410584175,262.5440485436595,444.78928478967384,Volatile
2026-11-01,CVL,Control Valves,Control Valves Precision,CVL-05,Mean,353.6666666666667,294.0847892274916,413.24854410584175,262.5440485436595,444.78928478967384,Volatile
2026-12-01,CVL,Control Valves,Control Valves Precision,CVL-05,Mean,353.6666666666667,294.0847892274916,413.24854410584175,262.5440485436595,444.78928478967384,Volatile
2027-01-01,CVL,Control Valves,Control Valves Precision,CVL-05,Mean,353.6666666666667,294.0847892274916,413.24854410584175,262.5440485436595,444.78928478967384,Volatile
2027-02-01,CVL,Control Valves,Control Valves Precision,CVL-05,Mean,353.6666666666667,294.0847892274916,413.24854410584175,262.5440485436595,444.78928478967384,Volatile
2027-03-01,CVL,Control Valves,Control Valves Precision,CVL-05,Mean,353.6666666666667,294.0847892274916,413.24854410584175,262.5440485436595,444.78928478967384,Volatile
2027-04-01,CVL,Control Valves,Control Valves Precision,CVL-05,Mean,353.6666666666667,294.0847892274916,413.24854410584175,262.5440485436595,444.78928478967384,Volatile
2027-05-01,CVL,Control Valves,Control Valves Precision,CVL-05,Mean,353.6666666666667,294.0847892274916,413.24854410584175,262.5440485436595,444.78928478967384,Volatile
2027-06-01,CVL,Control Valves,Control Valves Precision,CVL-05,Mean,353.6666666666667,294.0847892274916,413.24854410584175,262.5440485436595,444.78928478967384,Volatile
2026-07-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,423.6093808340556,351.770985691125,495.44777597698624,313.74203645804744,533.4767252100638,Volatile
2026-08-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,423.6093808340556,351.77098533184494,495.4477763362663,313.742035908576,533.4767257595353,Volatile
2026-09-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,423.6093808340556,351.7709849725649,495.44777669554634,313.74203535910453,533.4767263090067,Volatile
2026-10-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,423.6093808340556,351.77098461328484,495.4477770548264,313.74203480963314,533.4767268584782,Volatile
2026-11-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,423.6093808340556,351.7709842540048,495.44777741410644,313.74203426016174,533.4767274079495,Volatile
2026-12-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,423.6093808340556,351.77098389472474,495.4477777733865,313.7420337106903,533.476727957421,Volatile
2027-01-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,423.6093808340556,351.7709835354447,495.44777813266654,313.7420331612189,533.4767285068924,Volatile
2027-02-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,423.6093808340556,351.7709831761647,495.44777849194656,313.7420326117475,533.4767290563638,Volatile
2027-03-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,423.6093808340556,351.7709828168846,495.44777885122664,313.74203206227605,533.4767296058352,Volatile
2027-04-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,423.6093808340556,351.7709824576046,495.44777921050667,313.74203151280466,533.4767301553065,Volatile
2027-05-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,423.6093808340556,351.77098209832457,495.4477795697867,313.74203096333326,533.476730704778,Volatile
2027-06-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,423.6093808340556,351.7709817390445,495.44777992906677,313.74203041386187,533.4767312542493,Volatile
2026-07-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,492.24327178304975,409.4562662468713,575.0302773192282,365.6314727721571,618.8550707939424,Volatile
2026-08-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,492.24327178304975,409.4562658251822,575.0302777409173,365.6314721272393,618.85507143886025,Volatile
2026-09-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,492.24327178304975,409.4562654034928,575.0302781626067,365.63147148232105,618.8550720837785,Volatile
2026-10-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,492.24327178304975,409.456264981804,575.0302785842955,365.63147083740364,618.8550727286959,Volatile
2026-11-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,492.24327178304975,409.4562645601146,575.0302790059849,365.6314701924854,618.8550733736141,Volatile
2026-12-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,492.24327178304975,409.4562641384255,575.0302794276739,365.6314695475676,618.8550740185319,Volatile
2027-01-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,492.24327178304975,409.45626371673643,575.0302798493631,365.6314689026498,618.8550746634497,Volatile
2027-02-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,492.24327178304975,409.45626329504705,575.0302802710524,365.6314682577315,618.855075308368,Volatile
2027-03-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,492.24327178304975,409.456262873358,575.0302806927415,365.63146761281376,618.8550759532858,Volatile
2027-04-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,492.24327178304975,409.45626245166864,575.0302811144309,365.6314669678955,618.8550765982039,Volatile
2027-05-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,492.24327178304975,409.4562620299798,575.0302815361197,365.6314663229782,618.8550772431213,Volatile
2027-06-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,492.24327178304975,409.4562616082908,575.0302819578087,365.6314656780604,618.8550778880391,Volatile
2026-07-01,CVL,Control Valves,Control Valves Premium,CVL-08,Mean,579.8611111111111,466.62882988796997,693.0933923342523,406.6872810043553,753.0349412178668,Volatile
2026-08-01,CVL,Control Valves,Control Valves Premium,CVL-08,Mean,579.8611111111111,466.62882988796997,693.0933923342523,406.6872810043553,753.0349412178668,Volatile
2026-09-01,CVL,Control Valves,Control Valves Premium,CVL-08,Mean,579.8611111111111,466.62882988796997,693.0933923342523,406.6872810043553,753.0349412178668,Volatile
2026-10-01,CVL,Control Valves,Control Valves Premium,CVL-08,Mean,579.8611111111111,466.62882988796997,693.0933923342523,406.6872810043553,753.0349412178668,Volatile
2026-11-01,CVL,Control Valves,Control Valves Premium,CVL-08,Mean,579.8611111111111,466.62882988796997,693.0933923342523,406.6872810043553,753.0349412178668,Volatile
2026-12-01,CVL,Control Valves,Control Valves Premium,CVL-08,Mean,579.8611111111111,466.62882988796997,693.0933923342523,406.6872810043553,753.0349412178668,Volatile
2027-01-01,CVL,Control Valves,Control Valves Premium,CVL-08,Mean,579.8611111111111,466.62882988796997,693.0933923342523,406.6872810043553,753.0349412178668,Volatile
2027-02-01,CVL,Control Valves,Control Valves Premium,CVL-08,Mean,579.8611111111111,466.62882988796997,693.0933923342523,406.6872810043553,753.0349412178668,Volatile
2027-03-01,CVL,Control Valves,Control Valves Premium,CVL-08,Mean,579.8611111111111,466.62882988796997,693.0933923342523,406.6872810043553,753.0349412178668,Volatile
2027-04-01,CVL,Control Valves,Control Valves Premium,CVL-08,Mean,579.8611111111111,466.62882988796997,693.0933923342523,406.6872810043553,753.0349412178668,Volatile
2027-05-01,CVL,Control Valves,Control Valves Premium,CVL-08,Mean,579.8611111111111,466.62882988796997,693.0933923342523,406.6872810043553,753.0349412178668,Volatile
2027-06-01,CVL,Control Valves,Control Valves Premium,CVL-08,Mean,579.8611111111111,466.62882988796997,693.0933923342523,406.6872810043553,753.0349412178668,Volatile
2026-07-01,DRV,Electric Drives,Electric Drives Core,DRV-01,Drift,161.77142857142857,134.35886506264438,189.18399208021276,119.84753050471117,203.69532663814596,Trending
2026-08-01,DRV,Electric Drives,Electric Drives Core,DRV-01,Drift,162.54285714285714,123.24089252518633,201.84482176052796,102.43568920415004,222.65002508156425,Trending
2026-09-01,DRV,Electric Drives,Electric Drives Core,DRV-01,Drift,163.31428571428572,114.5332714356079,212.09529999296353,88.71016233286474,237.9184090957067,Trending
2026-10-01,DRV,Electric Drives,Electric Drives Core,DRV-01,Drift,164.0857142857143,107.0219128712722,221.14951570015637,76.81416111514476,251.3572674562838,Trending
2026-11-01,DRV,Electric Drives,Electric Drives Core,DRV-01,Drift,164.85714285714286,100.24511103458218,229.46917467970354,66.04156746797798,263.67271824630774,Trending
2026-12-01,DRV,Electric Drives,Electric Drives Core,DRV-01,Drift,165.62857142857143,93.97036166043182,237.28678119671105,56.03679680303294,275.22034605410994,Trending
2027-01-01,DRV,Electric Drives,Electric Drives Core,DRV-01,Drift,166.4,88.06207467214746,244.73792532785257,46.592481992769606,286.2075180072304,Trending
2027-02-01,DRV,Electric Drives,Electric Drives Core,DRV-01,Drift,167.17142857142858,82.43354325009135,251.9093138927658,37.57601639983292,296.7668407430242,Trending
2027-03-01,DRV,Electric Drives,Electric Drives Core,DRV-01,Drift,167.94285714285715,77.02566944243169,258.8600448432826,28.89701750644943,306.98869677926484,Trending
2027-04-01,DRV,Electric Drives,Electric Drives Core,DRV-01,Drift,168.71428571428572,71.79623798044472,265.6323334481267,20.49092263053842,316.937648798033,Trending
2027-05-01,DRV,Electric Drives,Electric Drives Core,DRV-01,Drift,169.4857142857143,66.71398626537705,272.25744230605153,12.309919753241616,326.661508818187,Trending
2027-06-01,DRV,Electric Drives,Electric Drives Core,DRV-01,Drift,170.25714285714287,61.75509066182423,278.7591950524615,4.31757376837291,336.19671194591285,Trending
2026-07-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Drift,245,208.43049220665893,281.5695077933411,189.071764153441,300.928235846559,Trending
2026-08-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Drift,247,194.5695331843383,299.4304668156617,166.8145206060044,327.1854793939956,Trending
2026-09-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Drift,249,183.92408394203807,314.07591605796193,149.47497489470447,348.5250251052955,Trending
2026-10-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Drift,251,174.8744990093901,327.1255009906099,134.57609302809516,367.42390697190484,Trending
2026-11-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Drift,253,166.80484351558073,339.1951564844193,121.17588391032527,384.8241160896747,Trending
2026-12-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Drift,255,159.40494703338754,350.59505296661246,108.79998280823094,401.20001719176906,Trending
2027-01-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Drift,257,152.4939267218451,361.5060732781549,97.17175328887785,416.8282467111221,Trending
2027-02-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Drift,259,145.95611205216596,372.04388794783404,86.11429254430158,431.8857074556984,Trending
2027-03-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Drift,261,139.71266388150997,382.28733611849003,75.5070265104589,446.4929734895411,Trending
2027-04-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Drift,263,133.7072652733711,392.2927347266289,65.26382586548792,460.7361741345121,Trending
2027-05-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Drift,265,127.89821061169545,402.10178938830455,55.32090737380415,474.6790926261958,Trending
2027-06-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Drift,267,122.25371816908961,411.7462818309104,45.62966507780726,488.37033492219274,Trending
2026-07-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,220.08333333333334,179.22956867529834,260.9370979913683,157.60289203435445,282.56377463231223,Trending
2026-08-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,220.08333333333334,179.22956867529834,260.9370979913683,157.60289203435445,282.56377463231223,Trending
2026-09-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,220.08333333333334,179.22956867529834,260.9370979913683,157.60289203435445,282.56377463231223,Trending
2026-10-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,220.08333333333334,179.22956867529834,260.9370979913683,157.60289203435445,282.56377463231223,Trending
2026-11-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,220.08333333333334,179.22956867529834,260.9370979913683,157.60289203435445,282.56377463231223,Trending
2026-12-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,220.08333333333334,179.22956867529834,260.9370979913683,157.60289203435445,282.56377463231223,Trending
2027-01-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,220.08333333333334,179.22956867529834,260.9370979913683,157.60289203435445,282.56377463231223,Trending
2027-02-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,220.08333333333334,179.22956867529834,260.9370979913683,157.60289203435445,282.56377463231223,Trending
2027-03-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,220.08333333333334,179.22956867529834,260.9370979913683,157.60289203435445,282.56377463231223,Trending
2027-04-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,220.08333333333334,179.22956867529834,260.9370979913683,157.60289203435445,282.56377463231223,Trending
2027-05-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,220.08333333333334,179.22956867529834,260.9370979913683,157.60289203435445,282.56377463231223,Trending
2027-06-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,220.08333333333334,179.22956867529834,260.9370979913683,157.60289203435445,282.56377463231223,Trending
2026-07-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,Seasonal_Naive,293,253.02805262597803,332.97194737402197,231.86818185757437,354.13181814242563,Trending
