Month,Product_Group_Code,Product_Group,SKU_Description,SKU,Model,Forecast_Units,PI80_Lower_Units,PI80_Upper_Units,PI95_Lower_Units,PI95_Upper_Units,Interval_Method,Demand_Profile,Q10_Units,Q20_Units,Q30_Units,Q40_Units,Q50_Units,Q60_Units,Q70_Units,Q80_Units,Q90_Units,Selected_Model
2027-04-01,CVL,Control Valves,Control Valves Heavy Duty,CVL-04,Mean,301.9166666666667,252.3671570422786,351.4661762910548,226.13723107746983,377.6961022558635,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2027-05-01,CVL,Control Valves,Control Valves Heavy Duty,CVL-04,Mean,301.9166666666667,252.3671570422786,351.4661762910548,226.13723107746983,377.6961022558635,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2027-06-01,CVL,Control Valves,Control Valves Heavy Duty,CVL-04,Mean,301.9166666666667,252.3671570422786,351.4661762910548,226.13723107746983,377.6961022558635,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2026-07-01,CVL,Control Valves,Control Valves Precision,CVL-05,TiRex2,366.3815612792969,316.1820373535156,412.8942565917969,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,316.1820373535156,332.8571472167969,345.4971923828125,356.47467041015625,366.3815612792969,375.6502685546875,385.0522155761719,396.0494384765625,412.8942565917969,TiRex2
2026-08-01,CVL,Control Valves,Control Valves Precision,CVL-05,TiRex2,359.0984802246094,298.9245300292969,415.2291259765625,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,298.9245300292969,319.3562316894531,334.2452697753906,347.2326354980469,359.0984802246094,370.6030578613281,382.0692443847656,395.2432556152344,415.2291259765625,TiRex2
2026-09-01,CVL,Control Valves,Control Valves Precision,CVL-05,TiRex2,349.0517272949219,279.1018981933594,407.583740234375,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,279.1018981933594,303.68353271484375,321.16387939453125,335.9346618652344,349.0517272949219,361.2208557128906,373.1849060058594,387.0306701660156,407.583740234375,TiRex2
2026-10-01,CVL,Control Valves,Control Valves Precision,CVL-05,TiRex2,351.0136413574219,282.75994873046875,413.62451171875,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,282.75994873046875,306.3936462402344,323.2539367675781,337.6641845703125,351.0136413574219,363.7756652832031,376.5524291992187,391.4645080566406,413.62451171875,TiRex2
2026-11-01,CVL,Control Valves,Control Valves Precision,CVL-05,TiRex2,348.8691711425781,276.3329772949219,412.4263610839844,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,276.3329772949219,301.6274719238281,319.48748779296875,334.8972473144531,348.8691711425781,361.98529052734375,374.89019775390625,389.91839599609375,412.4263610839844,TiRex2
2026-12-01,CVL,Control Valves,Control Valves Precision,CVL-05,TiRex2,348.16290283203125,275.7021484375,410.7810668945313,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,275.7021484375,301.1553649902344,318.9728698730469,334.351806640625,348.16290283203125,361.08587646484375,373.807861328125,388.7323913574219,410.7810668945313,TiRex2
2027-01-01,CVL,Control Valves,Control Valves Precision,CVL-05,TiRex2,353.4367370605469,283.008056640625,418.8119812011719,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,283.008056640625,307.42987060546875,324.57904052734375,339.62908935546875,353.4367370605469,366.664794921875,379.9396057128906,395.4895935058594,418.8119812011719,TiRex2
2027-02-01,CVL,Control Valves,Control Valves Precision,CVL-05,TiRex2,358.0813903808594,290.6228942871094,421.8307495117187,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,290.6228942871094,314.0024719238281,330.3080749511719,344.7524108886719,358.0813903808594,370.9739379882813,383.9607543945313,399.0572204589844,421.8307495117187,TiRex2
2027-03-01,CVL,Control Valves,Control Valves Precision,CVL-05,TiRex2,359.25469970703125,289.12677001953125,423.88812255859375,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,289.12677001953125,313.43157958984375,330.5301513671875,345.546630859375,359.25469970703125,372.271240234375,385.4488220214844,400.71051025390625,423.88812255859375,TiRex2
2027-04-01,CVL,Control Valves,Control Valves Precision,CVL-05,TiRex2,364.6956481933594,299.8350524902344,430.5138549804687,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,299.8350524902344,321.678466796875,337.2543029785156,351.3538818359375,364.6956481933594,377.7472534179687,391.09771728515625,406.5954895019531,430.5138549804687,TiRex2
2027-05-01,CVL,Control Valves,Control Valves Precision,CVL-05,TiRex2,362.7126159667969,294.60565185546875,429.12847900390625,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,294.60565185546875,318.0099792480469,334.4701843261719,349.0951843261719,362.7126159667969,375.9118041992187,389.4239501953125,404.974609375,429.12847900390625,TiRex2
2027-06-01,CVL,Control Valves,Control Valves Precision,CVL-05,TiRex2,359.77288818359375,288.51776123046875,426.23583984375,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,288.51776123046875,313.7137756347656,331.0456237792969,346.0313415527344,359.77288818359375,372.9734191894531,386.5431213378906,402.2348327636719,426.23583984375,TiRex2
2026-07-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,423.69444444444446,351.9167632118216,495.4721256770673,313.9199539814298,533.4689349074591,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2026-08-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,423.69444444444446,351.9167632118216,495.4721256770673,313.9199539814298,533.4689349074591,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2026-09-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,423.69444444444446,351.9167632118216,495.4721256770673,313.9199539814298,533.4689349074591,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2026-10-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,423.69444444444446,351.9167632118216,495.4721256770673,313.9199539814298,533.4689349074591,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2026-11-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,423.69444444444446,351.9167632118216,495.4721256770673,313.9199539814298,533.4689349074591,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2026-12-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,423.69444444444446,351.9167632118216,495.4721256770673,313.9199539814298,533.4689349074591,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2027-01-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,423.69444444444446,351.9167632118216,495.4721256770673,313.9199539814298,533.4689349074591,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2027-02-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,423.69444444444446,351.9167632118216,495.4721256770673,313.9199539814298,533.4689349074591,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2027-03-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,423.69444444444446,351.9167632118216,495.4721256770673,313.9199539814298,533.4689349074591,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2027-04-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,423.69444444444446,351.9167632118216,495.4721256770673,313.9199539814298,533.4689349074591,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2027-05-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,423.69444444444446,351.9167632118216,495.4721256770673,313.9199539814298,533.4689349074591,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2027-06-01,CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,423.69444444444446,351.9167632118216,495.4721256770673,313.9199539814298,533.4689349074591,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2026-07-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Mean,492.25,409.5329483594944,574.9670516405056,365.74518624025393,618.7548137597461,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2026-08-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Mean,492.25,409.5329483594944,574.9670516405056,365.74518624025393,618.7548137597461,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2026-09-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Mean,492.25,409.5329483594944,574.9670516405056,365.74518624025393,618.7548137597461,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2026-10-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Mean,492.25,409.5329483594944,574.9670516405056,365.74518624025393,618.7548137597461,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2026-11-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Mean,492.25,409.5329483594944,574.9670516405056,365.74518624025393,618.7548137597461,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2026-12-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Mean,492.25,409.5329483594944,574.9670516405056,365.74518624025393,618.7548137597461,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2027-01-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Mean,492.25,409.5329483594944,574.9670516405056,365.74518624025393,618.7548137597461,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2027-02-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Mean,492.25,409.5329483594944,574.9670516405056,365.74518624025393,618.7548137597461,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2027-03-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Mean,492.25,409.5329483594944,574.9670516405056,365.74518624025393,618.7548137597461,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2027-04-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Mean,492.25,409.5329483594944,574.9670516405056,365.74518624025393,618.7548137597461,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2027-05-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Mean,492.25,409.5329483594944,574.9670516405056,365.74518624025393,618.7548137597461,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2027-06-01,CVL,Control Valves,Control Valves Service Kit,CVL-07,Mean,492.25,409.5329483594944,574.9670516405056,365.74518624025393,618.7548137597461,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2026-07-01,CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,563.4609375,450.2937622070313,671.5768432617188,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,450.2937622070313,489.60107421875,517.7421264648438,541.7748413085938,563.4609375,584.8189697265625,607.7034301757812,634.6565551757812,671.5768432617188,TiRex2
2026-08-01,CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,560.076904296875,434.8202819824219,668.155517578125,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,434.8202819824219,478.714599609375,509.223388671875,535.7566528320312,560.076904296875,583.369384765625,606.8901977539062,632.8255615234375,668.155517578125,TiRex2
2026-09-01,CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,564.41357421875,435.41839599609375,676.6912231445312,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,435.41839599609375,480.4440307617187,511.6477355957031,538.9388427734375,564.41357421875,588.8215942382812,613.2200317382812,640.1972045898438,676.6912231445312,TiRex2
2026-10-01,CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,574.45849609375,448.7882995605469,689.6434326171875,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,448.7882995605469,492.5975646972656,522.6627807617188,549.0083618164062,574.45849609375,599.4668579101562,624.58740234375,651.979736328125,689.6434326171875,TiRex2
2026-11-01,CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,581.7967529296875,455.9809265136719,700.122314453125,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,455.9809265136719,499.4066467285156,529.4962158203125,556.117431640625,581.7967529296875,607.4024047851562,632.8843994140625,660.5361328125,700.122314453125,TiRex2
2026-12-01,CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,585.4857177734375,458.1412048339844,701.6834716796875,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,458.1412048339844,502.2742309570313,532.9517822265625,559.85595703125,585.4857177734375,610.94140625,635.9716796875,663.0614013671875,701.6834716796875,TiRex2
2027-01-01,CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,588.5897827148438,461.734130859375,706.7301025390625,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,461.734130859375,505.6311340332031,536.2742309570312,563.0789794921875,588.5897827148438,614.14599609375,639.6448364257812,667.1646728515625,706.7301025390625,TiRex2
2027-02-01,CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,599.2783203125,484.362060546875,711.931640625,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,484.362060546875,522.7966918945312,550.364501953125,575.2089233398438,599.2783203125,623.5496826171875,647.7979736328125,673.7405395507812,711.931640625,TiRex2
2027-03-01,CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,592.2761840820312,467.7178649902344,709.84375,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,467.7178649902344,510.18597412109375,540.3612060546875,567.0629272460938,592.2761840820312,617.182373046875,642.666748046875,670.21337890625,709.84375,TiRex2
2027-04-01,CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,588.28076171875,460.28851318359375,705.5179443359375,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,460.28851318359375,504.5679016113281,535.6103515625,562.878173828125,588.28076171875,613.1685791015625,638.4644165039062,665.957275390625,705.5179443359375,TiRex2
2027-05-01,CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,589.737060546875,465.53900146484375,711.7543334960938,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,465.53900146484375,507.9545593261719,538.0170288085938,564.622802734375,589.737060546875,614.7843017578125,640.96484375,669.7666015625,711.7543334960938,TiRex2
2027-06-01,CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,580.220947265625,451.8904113769531,699.8146362304688,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,451.8904113769531,496.8147583007813,527.915283203125,554.9563598632812,580.220947265625,605.0198364257812,630.71337890625,659.0819702148438,699.8146362304688,TiRex2
2026-07-01,DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,186.2808019246637,162.4989049806656,210.0626988686618,149.9095292053552,222.6520746439722,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ARIMA
2026-08-01,DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,187.13101358593445,163.24787263598705,211.0141545358818,150.60490152137743,223.65712565049145,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ARIMA
2026-09-01,DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,208.74923696338067,184.865233995569,232.63323993119232,172.22180655626653,245.2766673704948,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ARIMA
2026-10-01,DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,183.94121921460555,160.05720889176067,207.82522953745044,147.41377755893876,220.46866087027232,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ARIMA
2026-11-01,DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,185.61376458739724,161.72975420179554,209.49777497299897,149.08632283575218,222.1412063390423,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ARIMA
2026-12-01,DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,179.83842505179183,155.95441466565467,203.722435437929,143.31098329932786,216.3658668042558,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ARIMA
2027-01-01,DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,178.05362155523343,154.1696111690917,201.93763194137517,141.52617980276247,214.5810633077044,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ARIMA
2027-02-01,DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,155.2852861685341,131.40127578239233,179.16929655467587,118.75784441606308,191.81272792100512,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ARIMA
2027-03-01,DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,159.8148502959425,135.93083990980077,183.6988606820843,123.28740854347151,196.34229204841355,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ARIMA
2027-04-01,DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,150.09853358204165,126.21452319589986,173.9825439681834,113.5710918295706,186.62597533451265,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ARIMA
2027-05-01,DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,176.29239478535845,152.40838439921666,200.1764051715002,139.7649530328874,212.81983653782945,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ARIMA
2027-06-01,DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,173.52405850046705,149.64004811432528,197.4080688866088,136.99661674799603,210.05150025293807,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ARIMA
2026-07-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Mean,186.52777777777777,150.36279287844778,222.69276267710777,131.21820631000773,241.8373492455478,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2026-08-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Mean,186.52777777777777,150.36279287844778,222.69276267710777,131.21820631000773,241.8373492455478,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2026-09-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Mean,186.52777777777777,150.36279287844778,222.69276267710777,131.21820631000773,241.8373492455478,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2026-10-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Mean,186.52777777777777,150.36279287844778,222.69276267710777,131.21820631000773,241.8373492455478,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2026-11-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Mean,186.52777777777777,150.36279287844778,222.69276267710777,131.21820631000773,241.8373492455478,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2026-12-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Mean,186.52777777777777,150.36279287844778,222.69276267710777,131.21820631000773,241.8373492455478,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2027-01-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Mean,186.52777777777777,150.36279287844778,222.69276267710777,131.21820631000773,241.8373492455478,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2027-02-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Mean,186.52777777777777,150.36279287844778,222.69276267710777,131.21820631000773,241.8373492455478,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2027-03-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Mean,186.52777777777777,150.36279287844778,222.69276267710777,131.21820631000773,241.8373492455478,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2027-04-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Mean,186.52777777777777,150.36279287844778,222.69276267710777,131.21820631000773,241.8373492455478,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2027-05-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Mean,186.52777777777777,150.36279287844778,222.69276267710777,131.21820631000773,241.8373492455478,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2027-06-01,DRV,Electric Drives,Electric Drives Compact,DRV-02,Mean,186.52777777777777,150.36279287844778,222.69276267710777,131.21820631000773,241.8373492455478,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2026-07-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,220.08333333333337,179.22956867529834,260.9370979913683,157.60289203435445,282.56377463231223,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2026-08-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,220.08333333333337,179.22956867529834,260.9370979913683,157.60289203435445,282.56377463231223,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2026-09-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,220.08333333333337,179.22956867529834,260.9370979913683,157.60289203435445,282.56377463231223,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2026-10-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,220.08333333333337,179.22956867529834,260.9370979913683,157.60289203435445,282.56377463231223,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2026-11-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,220.08333333333337,179.22956867529834,260.9370979913683,157.60289203435445,282.56377463231223,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2026-12-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,220.08333333333337,179.22956867529834,260.9370979913683,157.60289203435445,282.56377463231223,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2027-01-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,220.08333333333337,179.22956867529834,260.9370979913683,157.60289203435445,282.56377463231223,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2027-02-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,220.08333333333337,179.22956867529834,260.9370979913683,157.60289203435445,282.56377463231223,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2027-03-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,220.08333333333337,179.22956867529834,260.9370979913683,157.60289203435445,282.56377463231223,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2027-04-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,220.08333333333337,179.22956867529834,260.9370979913683,157.60289203435445,282.56377463231223,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2027-05-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,220.08333333333337,179.22956867529834,260.9370979913683,157.60289203435445,282.56377463231223,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2027-06-01,DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,220.08333333333337,179.22956867529834,260.9370979913683,157.60289203435445,282.56377463231223,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2026-07-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,331.9295349121094,285.5652160644531,370.68255615234375,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Trending,285.5652160644531,299.8421325683594,311.4429016113281,322.06341552734375,331.9295349121094,340.54644775390625,348.3076477050781,356.8937072753906,370.68255615234375,TiRex2
2026-08-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,311.126953125,260.8634338378906,364.6155395507813,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Trending,260.8634338378906,275.6159362792969,288.00872802734375,299.5648193359375,311.126953125,322.90380859375,334.21734619140625,346.4532470703125,364.6155395507813,TiRex2
2026-09-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,292.02313232421875,236.01840209960935,355.543701171875,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Trending,236.01840209960935,253.5092315673828,267.1953430175781,279.65667724609375,292.02313232421875,304.9812927246094,318.3288879394531,333.3825378417969,355.543701171875,TiRex2
2026-10-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,286.2827453613281,226.353759765625,350.65838623046875,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Trending,226.353759765625,245.81385803222656,260.601806640625,273.65948486328125,286.2827453613281,299.44171142578125,313.0466613769531,328.4989318847656,350.65838623046875,TiRex2
2026-11-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,281.3265380859375,217.67486572265625,348.85528564453125,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Trending,217.67486572265625,238.8271484375,254.42820739746097,268.1852722167969,281.3265380859375,294.8805847167969,308.9631042480469,325.10284423828125,348.85528564453125,TiRex2
2026-12-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,281.11444091796875,215.4291534423828,353.136962890625,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Trending,215.4291534423828,237.16058349609375,253.19053649902344,267.484619140625,281.11444091796875,295.17333984375,310.0642395019531,327.6312561035156,353.136962890625,TiRex2
2027-01-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,281.03662109375,214.0304718017578,354.6973571777344,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Trending,214.0304718017578,236.1645965576172,252.34469604492188,266.9447937011719,281.03662109375,295.6324768066406,311.2200927734375,328.9890441894531,354.6973571777344,TiRex2
2027-02-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,286.44451904296875,220.701416015625,358.3155822753906,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Trending,220.701416015625,241.75296020507812,257.41387939453125,272.04266357421875,286.44451904296875,301.21441650390625,316.61102294921875,333.611572265625,358.3155822753906,TiRex2
2027-03-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,287.95819091796875,219.39727783203125,362.3904418945313,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Trending,219.39727783203125,241.0328826904297,257.35736083984375,272.70465087890625,287.95819091796875,303.3107604980469,319.3601379394531,336.8291931152344,362.3904418945313,TiRex2
2027-04-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,295.5567626953125,230.34344482421875,370.9117431640625,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Trending,230.34344482421875,249.4788818359375,264.65460205078125,279.8095397949219,295.5567626953125,311.56011962890625,327.9326171875,345.1665954589844,370.9117431640625,TiRex2
2027-05-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,297.09375,232.1620635986328,373.2150573730469,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Trending,232.1620635986328,250.88232421875,265.9915771484375,281.1700744628906,297.09375,313.3314514160156,329.9085693359375,347.0891418457031,373.2150573730469,TiRex2
2027-06-01,DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,298.6151123046875,235.30918884277344,373.4796752929687,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Trending,235.30918884277344,253.19869995117188,267.9898376464844,282.91485595703125,298.6151123046875,314.5089111328125,330.6711730957031,347.5712890625,373.4796752929687,TiRex2
2026-07-01,DRV,Electric Drives,Electric Drives Precision,DRV-05,ARIMA,373.3785042202132,328.14437487183346,418.6126335685929,304.19887323347626,442.5581352069501,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ARIMA
2026-08-01,DRV,Electric Drives,Electric Drives Precision,DRV-05,ARIMA,344.8103347210249,299.5762053726452,390.0444640694046,275.630703734288,413.9899657077618,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ARIMA
2026-09-01,DRV,Electric Drives,Electric Drives Precision,DRV-05,ARIMA,322.00184717554305,276.7677178271633,367.2359765239228,252.82221618880612,391.18147816228,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ARIMA
2026-10-01,DRV,Electric Drives,Electric Drives Precision,DRV-05,ARIMA,299.32689694444514,254.09276759606544,344.56102629282486,230.1472659577082,368.50652793118206,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ARIMA
