Month,Product_Group_Code,Product_Group,SKU_Description,SKU,Model,Forecast_Units,PI80_Lower_Units,PI80_Upper_Units,PI95_Lower_Units,PI95_Upper_Units,Interval_Method,Demand_Profile,Q10_Units,Q20_Units,Q30_Units,Q40_Units,Q50_Units,Q60_Units,Q70_Units,Q80_Units,Q90_Units
2027-01-01,CNV,Conveying Components,Conveying Components Compact,CNV-02,TiRex2,386.6243896484375,295.99566650390625,454.3237609863281,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,295.99566650390625,329.7713623046875,351.558837890625,370.0028076171875,386.6243896484375,401.9209289550781,416.7059631347656,432.9813537597656,454.3237609863281
2027-02-01,CNV,Conveying Components,Conveying Components Compact,CNV-02,TiRex2,393.7718200683594,302.2120361328125,464.16802978515625,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,302.2120361328125,336.76531982421875,358.8489685058594,377.2738342285156,393.7718200683594,409.2626647949219,424.43646240234375,441.40228271484375,464.16802978515625
2027-03-01,CNV,Conveying Components,Conveying Components Compact,CNV-02,TiRex2,414.3025512695313,328.7987060546875,489.7893371582031,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,328.7987060546875,360.6059875488281,381.5994873046875,398.8323059082031,414.3025512695313,429.3341064453125,444.8829650878906,463.3346557617187,489.7893371582031
2027-04-01,CNV,Conveying Components,Conveying Components Compact,CNV-02,TiRex2,418.4142150878906,331.8548278808594,496.2941284179687,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,331.8548278808594,364.4646911621094,385.7737121582031,402.9852294921875,418.4142150878906,433.5152587890625,449.3863525390625,468.4537658691406,496.2941284179687
2027-05-01,CNV,Conveying Components,Conveying Components Compact,CNV-02,TiRex2,448.5808715820313,374.06500244140625,531.7892456054688,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,374.06500244140625,399.60845947265625,417.66265869140625,433.4866638183594,448.5808715820313,464.0686645507813,480.4411926269531,500.3321838378906,531.7892456054688
2027-06-01,CNV,Conveying Components,Conveying Components Compact,CNV-02,TiRex2,455.62005615234375,381.32025146484375,541.0379638671875,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,381.32025146484375,405.790283203125,423.8747253417969,439.994140625,455.62005615234375,471.83441162109375,489.2109069824219,509.8169250488281,541.0379638671875
2026-07-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,ARIMA,639.0747438628699,561.1958552119415,716.9536325137983,519.9692618708442,758.1802258548956,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-08-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,ARIMA,519.0,422.72116757346146,615.2788324265385,371.7542323672381,666.245767632762,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-09-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,ARIMA,518.0,421.72116757346146,614.2788324265385,370.7542323672381,665.245767632762,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-10-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,ARIMA,368.0,271.72116757346146,464.27883242653854,220.75423236723805,515.245767632762,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-11-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,ARIMA,470.0,373.72116757346146,566.2788324265385,322.75423236723805,617.245767632762,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-12-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,ARIMA,452.0,355.72116757346146,548.2788324265385,304.75423236723805,599.245767632762,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-01-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,ARIMA,501.0,404.72116757346146,597.2788324265385,353.75423236723805,648.245767632762,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-02-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,ARIMA,430.00000000000006,333.7211675734615,526.2788324265387,282.7542323672381,577.245767632762,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-03-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,ARIMA,488.0,391.72116757346146,584.2788324265385,340.75423236723805,635.245767632762,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-04-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,ARIMA,579.0,482.72116757346146,675.2788324265385,431.7542323672381,726.245767632762,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-05-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,ARIMA,583.0,486.72116757346146,679.2788324265385,435.7542323672381,730.245767632762,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-06-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,ARIMA,570.0,473.72116757346146,666.2788324265385,422.7542323672381,717.245767632762,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-07-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Drift,568.8857142857142,454.0789776052035,683.692450966225,393.3039623483643,744.4674662230642,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-08-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Drift,567.7714285714286,403.1706132758508,732.3722438670064,316.03620505104925,819.506652091808,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-09-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Drift,566.6571428571428,362.35705762411504,770.9572280901707,254.20712534650357,879.1071603677822,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-10-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Drift,565.5428571428571,326.5535768853766,804.5321374003377,200.04029400817893,931.0454202775352,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-11-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Drift,564.4285714285714,293.82649798627983,835.0306448708631,150.5784132701902,978.2787295869527,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-12-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Drift,563.3142857142857,263.2020682921039,863.4265031364675,104.33225699040185,1022.2963144381696,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-01-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Drift,562.2,234.11242211512632,890.2875778848738,60.433349544487726,1063.9666504555123,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-02-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Drift,561.0857142857143,206.19442205641775,915.9770065150108,18.3263202064652,1103.8451083649634,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-03-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Drift,559.9714285714285,179.200559597042,940.7422975458152,0.0,1142.3102197808755,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-04-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Drift,558.8571428571429,152.9540326937054,964.7602530205804,0.0,1179.6323800947148,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-05-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Drift,557.7428571428571,127.32391025191627,988.161804033798,0.0,1216.0118311356505,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-06-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Drift,556.6285714285714,102.21041634828184,1011.046726508861,0.0,1251.6011670104133,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-07-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,ETS,579.8225580821758,513.6531755602863,645.9919406040652,478.6252203324105,681.0198958319411,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-08-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,ETS,554.2692767168028,488.0998938476909,620.4386595859147,453.0719384360066,655.466614997599,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-09-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,ETS,527.1057976719366,460.9364144556022,593.2751808882709,425.9084588601094,628.3031364837636,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-10-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,ETS,421.3796488431691,355.21026527961226,487.5490324067259,320.182309500311,522.5769881860272,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-11-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,ETS,464.6633818865626,398.4939979757833,530.8327657973418,363.4660420126736,565.8607217604516,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-12-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,ETS,459.05442193369817,392.8850376756964,525.2238061916999,357.8570815287783,560.251762338618,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-01-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,ETS,387.60578784770706,321.43640324248287,453.77517245293126,286.40844691175624,488.8031287836579,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-02-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,ETS,494.2968493776552,428.1274644252086,560.4662343301018,393.0995079106734,595.4941908446369,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-03-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,ETS,456.943290351171,390.7739050515019,523.1126756508401,355.7459483531584,558.1406323491836,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-04-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,ETS,596.4681009896234,530.2987153427318,662.637486636515,495.2707584605799,697.665443518667,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-05-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,ETS,531.3014472429437,465.1320612488297,597.4708332370577,430.10410418286926,632.4987903030182,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-06-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,ETS,615.6686975698892,549.499310218464,681.8380849213145,514.4713524339862,716.8660427057922,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-07-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Mean,508.1111111111111,404.58296275913114,611.6392594630911,349.7784715112583,666.4437507109639,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-08-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Mean,508.1111111111111,404.58296275913114,611.6392594630911,349.7784715112583,666.4437507109639,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-09-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Mean,508.1111111111111,404.58296275913114,611.6392594630911,349.7784715112583,666.4437507109639,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-10-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Mean,508.1111111111111,404.58296275913114,611.6392594630911,349.7784715112583,666.4437507109639,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-11-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Mean,508.1111111111111,404.58296275913114,611.6392594630911,349.7784715112583,666.4437507109639,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-12-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Mean,508.1111111111111,404.58296275913114,611.6392594630911,349.7784715112583,666.4437507109639,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-01-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Mean,508.1111111111111,404.58296275913114,611.6392594630911,349.7784715112583,666.4437507109639,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-02-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Mean,508.1111111111111,404.58296275913114,611.6392594630911,349.7784715112583,666.4437507109639,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-03-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Mean,508.1111111111111,404.58296275913114,611.6392594630911,349.7784715112583,666.4437507109639,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-04-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Mean,508.1111111111111,404.58296275913114,611.6392594630911,349.7784715112583,666.4437507109639,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-05-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Mean,508.1111111111111,404.58296275913114,611.6392594630911,349.7784715112583,666.4437507109639,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-06-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Mean,508.1111111111111,404.58296275913114,611.6392594630911,349.7784715112583,666.4437507109639,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-07-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Naive,570.0,458.4187686417744,681.5812313582255,399.35123276150193,740.6487672384981,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-08-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Naive,570.0,412.2003093069073,727.7996906930928,328.6661989690665,811.3338010309335,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-09-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Naive,570.0,376.7356381164557,763.2643618835443,274.4276648939261,865.572335106074,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-10-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Naive,570.0,346.83753728354884,793.1624627164512,228.70246552300387,911.297534476996,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-11-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Naive,570.0,320.49678166987644,819.5032183301236,188.4177561781792,951.5822438218208,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-12-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Naive,570.0,296.68291830090976,843.3170816990903,151.99759503070493,988.0024049692952,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-01-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Naive,570.0,274.7838108437732,865.2161891562268,118.50580034718752,1021.4941996528124,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-02-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Naive,570.0,254.40061861381457,885.5993813861854,87.33239793813306,1052.667602061867,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-03-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Naive,570.0,235.2563059253233,904.7436940746768,58.053698284505856,1081.9463017154942,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-04-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Naive,570.0,217.1491647818038,922.8508352181962,30.361215626423927,1109.638784373576,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-05-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Naive,570.0,199.9269219389277,940.0730780610722,4.022068133208904,1135.977931866791,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-06-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Naive,570.0,183.47127623291135,956.5287237670886,0.0,1161.144670212148,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-07-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Seasonal_Naive,642.0,550.9666042734344,733.0333957265656,502.7764355243641,781.223564475636,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-08-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Seasonal_Naive,519.0,427.9666042734344,610.0333957265656,379.7764355243641,658.223564475636,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-09-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Seasonal_Naive,518.0,426.9666042734344,609.0333957265656,378.7764355243641,657.223564475636,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-10-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Seasonal_Naive,368.0,276.9666042734344,459.0333957265656,228.776435524364,507.2235644756359,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-11-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Seasonal_Naive,470.0,378.9666042734344,561.0333957265656,330.77643552436405,609.223564475636,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-12-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Seasonal_Naive,452.0,360.9666042734344,543.0333957265656,312.77643552436405,591.223564475636,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-01-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Seasonal_Naive,501.0,409.9666042734344,592.0333957265656,361.7764355243641,640.223564475636,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-02-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Seasonal_Naive,430.0,338.9666042734344,521.0333957265656,290.77643552436405,569.223564475636,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-03-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Seasonal_Naive,488.0,396.9666042734344,579.0333957265656,348.77643552436405,627.223564475636,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-04-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Seasonal_Naive,579.0,487.9666042734344,670.0333957265656,439.7764355243641,718.223564475636,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-05-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Seasonal_Naive,583.0,491.9666042734344,674.0333957265656,443.7764355243641,722.223564475636,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-06-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,Seasonal_Naive,570.0,478.9666042734344,661.0333957265656,430.7764355243641,709.223564475636,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-07-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,TiRex2,573.4855346679688,504.4446716308594,646.8447875976562,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,504.4446716308594,524.7119750976562,541.9580078125,558.2369995117188,573.4855346679688,587.4812622070312,601.3250122070312,618.0448608398438,646.8447875976562
2026-08-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,TiRex2,549.759033203125,477.1961669921875,640.07470703125,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,477.1961669921875,499.483154296875,516.9998168945312,533.63525390625,549.759033203125,565.9276123046875,582.6119384765625,604.0015869140625,640.07470703125
2026-09-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,TiRex2,522.5328979492188,432.491455078125,621.2325439453125,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,432.491455078125,462.31927490234375,484.25982666015625,503.9706115722656,522.5328979492188,540.6941528320312,559.6671752929688,583.5880126953125,621.2325439453125
2026-10-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,TiRex2,488.242919921875,385.5612487792969,581.557861328125,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,385.5612487792969,422.1712951660156,447.3540344238281,468.6982116699219,488.242919921875,506.6692810058594,525.4332275390625,548.1998901367188,581.557861328125
2026-11-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,TiRex2,469.21197509765625,357.4130554199219,555.5932006835938,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,357.4130554199219,398.617919921875,425.7155151367187,448.7462158203125,469.21197509765625,487.62213134765625,505.6812438964844,526.794921875,555.5932006835938
2026-12-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,TiRex2,460.41302490234375,354.1115417480469,549.2759399414062,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,354.1115417480469,393.3805236816406,418.584716796875,440.418701171875,460.41302490234375,479.0583801269531,497.84814453125,520.0029907226562,549.2759399414062
2027-01-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,TiRex2,470.31341552734375,356.1302795410156,558.336669921875,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,356.1302795410156,399.1946411132813,426.33782958984375,449.447265625,470.31341552734375,489.42529296875,508.2276916503906,529.8021850585938,558.336669921875
2027-02-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,TiRex2,488.5967712402344,378.540771484375,583.2747802734375,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,378.540771484375,420.328369140625,446.640625,468.65423583984375,488.5967712402344,507.6212768554687,527.09765625,550.4364013671875,583.2747802734375
2027-03-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,TiRex2,510.7320861816406,403.48486328125,607.66064453125,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,403.48486328125,443.60308837890625,469.726806640625,491.2497253417969,510.7320861816406,529.5078125,549.0435180664062,572.9126586914062,607.66064453125
2027-04-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,TiRex2,535.2726440429688,440.35797119140625,642.5712890625,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,440.35797119140625,473.4215698242187,496.32769775390625,516.1279296875,535.2726440429688,554.8660888671875,576.0066528320312,602.3314208984375,642.5712890625
2027-05-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,TiRex2,556.6742553710938,463.27294921875,659.5403442382812,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,463.27294921875,493.8971252441406,516.4132080078125,536.7810668945312,556.6742553710938,576.7631225585938,597.2898559570312,621.5169677734375,659.5403442382812
2027-06-01,CNV,Conveying Components,Conveying Components Standard,CNV-03,TiRex2,568.29052734375,477.1663513183594,673.580810546875,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,477.1663513183594,505.6309814453125,527.86328125,548.206298828125,568.29052734375,588.7134399414062,609.8812866210938,634.7648315429688,673.580810546875
2026-07-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,ARIMA,668.0423008715303,588.0635135584236,748.021088184637,545.7253010134214,790.3593007296392,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-08-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,ARIMA,564.2588420768941,484.28005476378735,644.2376293900008,441.9418422187852,686.575841935003,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-09-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,ARIMA,553.7247467779446,473.7459594648378,633.7035340910513,431.4077469198357,676.0417466360535,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-10-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,ARIMA,570.0953257394974,490.11653842639066,650.0741130526042,447.7783258813885,692.4123255976064,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-11-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,ARIMA,532.8112442372468,452.8324569241401,612.7900315503535,410.4942443791379,655.1282440953557,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-12-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,ARIMA,525.7247467779445,445.7459594648377,605.7035340910512,403.4077469198356,648.0417466360534,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-01-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,ARIMA,507.9412879833084,427.9625006702016,587.9200752964151,385.6242881251995,630.2582878414173,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-02-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,ARIMA,569.449493555889,489.4707062427823,649.4282808689958,447.13249369778015,691.766493413998,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-03-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,ARIMA,610.0606077329332,530.0818204198265,690.03939504604,487.7436078748243,732.3776075910422,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-04-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,ARIMA,769.524616717742,689.5458294046352,849.5034040308487,647.207616859633,891.8416165758509,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-05-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,ARIMA,565.299247232183,485.32045991907626,645.2780345452898,442.9822473740741,687.616247090292,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-06-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,ARIMA,704.2916643672168,624.31287705411,784.2704516803235,581.9746645091078,826.6086642253257,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-07-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,Drift,658.7714285714286,528.2269549616948,789.3159021811624,459.1208850155882,858.4219721272689,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-08-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,Drift,658.5428571428571,471.3785198418917,845.7071944438225,372.29970457465714,944.786009711057,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-09-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,Drift,658.3142857142857,426.0086923640584,890.619879064513,303.0335396132369,1013.5950318153346,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-10-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,Drift,658.0857142857143,386.3357221541276,929.835706417301,242.47996599058928,1073.6914625808392,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-11-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,Drift,657.8571428571429,350.16086773757274,965.553417976713,187.27629880409336,1128.4379869101924,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-12-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,Drift,657.6285714285714,316.37689421859255,998.8802486385504,135.72916840984112,1179.5279744473016,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-01-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,Drift,657.4,284.33809273524906,1030.4619072647508,86.85104832203012,1227.94895167797,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-02-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,Drift,657.1714285714286,253.63154692076927,1060.7113102220878,40.01043745302479,1274.3324196898325,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-03-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,Drift,656.9428571428572,223.97581972491793,1089.9098945607964,0.0,1319.1087993080878,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-04-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,Drift,656.7142857142857,195.1698730349305,1118.2586983936408,0.0,1362.5855517938598,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-05-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,Drift,656.4857142857143,167.06482768827937,1145.9066008831492,0.0,1404.9903681776534,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2027-06-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,Drift,656.2571428571429,139.5472304523854,1172.9670552619004,0.0,1446.4967602055135,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-07-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,ETS,594.8392203307426,485.36667914692214,704.311761514563,427.4154164160038,762.2630242454813,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
2026-08-01,CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,ETS,594.8392203307426,485.3666785981652,704.31176206332,427.4154155767525,762.2630250847327,Native fable 80% and 95% model intervals,Seasonal,,,,,,,,,
