Product_Group_Code,Product_Group,SKU_Description,SKU,Model,ME,RMSE,MAE,MASE,RMSSE,WAPE,Coverage_80,Coverage_95,Mean_PI80_Width,Mean_PI95_Width,Mean_Pinball_Loss,Quantile_Crossings,Error_Sum,Absolute_Error_Sum,Squared_Error_Sum,Actual_Units_Sum,Covered_80_Count,Covered_95_Count,Evaluation_Origins,Evaluation_Points,Evaluation_Horizon,Demand_Profile,Within_2pct_of_Best,Complexity_Rank,Raw_Best_Model,Selected_Model,Selected,Near_Tie,Raw_Winner_Margin_Pct,Selection_Rationale,RMSE_Rank,Trend_Strength,Seasonal_Strength,Seasonal_Cycles,Evidence_Quality,Calibration_Review,Review_Required,Review_Note
GBX,Gearbox Components,Gearbox Components Premium,GBX-08,Drift,15.782642996267446,81.06315985077129,56.9048121576313,0.4315347900613472,0.527271229836085,0.0594631431000551,0.9523809523809524,1.0,574.6784969323378,878.8949168801857,,,662.8710058432326,2390.002110620515,275991.9071696513,40193.0,40,42,7,42,6,Trending,True,2,Drift,Drift,True,True,0.01808759576044705,Lowest rolling-origin RMSE,1,0.4509355565321559,0.1171895729077802,3,Limited: fewer than four annual cycles,True,True,Near-tied candidate models; planner judgment is material; Empirical 80% interval coverage needs review; Only three annual cycles; seasonal evidence is limited
HYP,Hydraulic Pumps,Hydraulic Pumps Core,HYP-01,TiRex2,-3.4286146618071056,25.87710433502463,17.526356651669456,0.5734854240910935,0.7263971341142805,0.107649455889166,0.8095238095238095,,73.15505636306037,,7.718491971051252,0.0,-144.00181579589844,736.1069793701172,28124.23020816152,6838.0,34,0,7,42,6,Volatile,True,5,TiRex2,TiRex2,True,False,0.06792275068425942,Lowest rolling-origin RMSE,1,0.1394103743738135,0.2716241193280714,3,Limited: fewer than four annual cycles,False,False,TiRex2 provides a native 80% interval but no native 95% interval; Only three annual cycles; seasonal evidence is limited
HYP,Hydraulic Pumps,Hydraulic Pumps Compact,HYP-02,Seasonal_Naive,-7.380952380952383,37.37710019580999,28.333333333333336,1.168835782284132,1.2993790355255777,0.1484345765248846,0.7142857142857143,0.8095238095238095,74.5317123330398,113.98641756313616,,,-310.0,1190.0,58676.0,8017.0,30,34,7,42,6,Volatile,True,1,Seasonal_Naive,Seasonal_Naive,True,True,0.0034812186024157543,Lowest rolling-origin RMSE,1,0.0379406898114268,0.5691538807871319,3,Limited: fewer than four annual cycles,False,True,Near-tied candidate models; planner judgment is material; Only three annual cycles; seasonal evidence is limited
HYP,Hydraulic Pumps,Hydraulic Pumps Standard,HYP-03,Mean,-13.714951370468617,27.403400758065786,24.996229211401623,0.7277514399850896,0.6396023956369284,0.1111296312987052,1.0,1.0,106.7059814245782,163.19271588443524,,,-576.0279575596817,1049.8416268788685,31539.747670500743,9447.0,42,42,7,42,6,Volatile,True,1,Mean,Mean,True,False,0.0594306269982607,Lowest rolling-origin RMSE,1,0.225985737287901,0.6597903452510546,3,Limited: fewer than four annual cycles,True,True,Empirical 80% interval coverage needs review; Only three annual cycles; seasonal evidence is limited
HYP,Hydraulic Pumps,Hydraulic Pumps Heavy Duty,HYP-04,Seasonal_Naive,14.64285714285714,53.55926846116588,46.92857142857143,1.325451823131761,1.2951743786054657,0.1584787328133794,0.5238095238095238,0.8809523809523809,106.71119660950004,163.20069182149024,,,615.0,1971.0,120481.0,12437.0,22,37,7,42,6,Volatile,True,1,ARIMA,Seasonal_Naive,True,True,0.01417857111877554,Simplest model within 2% of lowest rolling-origin RMSE,2,0.061190685851489,0.4160534501317827,3,Limited: fewer than four annual cycles,True,True,Near-tied candidate models; planner judgment is material; Empirical 80% interval coverage needs review; Only three annual cycles; seasonal evidence is limited
HYP,Hydraulic Pumps,Hydraulic Pumps Precision,HYP-05,Seasonal_Naive,5.047619047619046,49.564292062119165,36.80952380952381,0.7983978404229011,0.9252221147063652,0.1082784703740019,0.9047619047619048,0.9285714285714286,140.24149330065765,214.48085539234447,,,212.0,1546.0,103178.0,14278.0,38,39,7,42,6,Volatile,True,1,Seasonal_Naive,Seasonal_Naive,True,False,0.040799166639845216,Lowest rolling-origin RMSE,1,0.1844522164298437,0.6620413526022677,3,Limited: fewer than four annual cycles,False,False,Only three annual cycles; seasonal evidence is limited
HYP,Hydraulic Pumps,Hydraulic Pumps High Capacity,HYP-06,Mean,21.024770465804956,64.06260509357091,49.62314924751707,0.8116073123622458,0.8550879973704336,0.1240062038671813,0.8095238095238095,1.0,178.15917032959072,272.4709381578,,,883.0403595638077,2084.1722683957173,172368.7295977424,16807.0,34,42,7,42,6,Volatile,True,1,Mean,Mean,True,False,0.02125284822749832,Lowest rolling-origin RMSE,1,0.0575740273761496,0.6100020553090671,3,Limited: fewer than four annual cycles,False,False,Only three annual cycles; seasonal evidence is limited
HYP,Hydraulic Pumps,Hydraulic Pumps Service Kit,HYP-07,Mean,68.7061468890533,117.66863918313912,102.8939391958768,1.226042483614508,1.2286253895973964,0.2018187758010005,0.4285714285714285,0.7619047619047619,204.1669570424583,312.24641551298396,,,2885.6581693402395,4321.545446226825,581528.1631828947,21413.0,18,32,7,42,6,Volatile,True,1,Mean,Mean,True,False,0.02244360074788168,Lowest rolling-origin RMSE,1,0.135358737424163,0.2057980866820352,3,Limited: fewer than four annual cycles,True,True,Empirical 80% interval coverage needs review; Only three annual cycles; seasonal evidence is limited
HYP,Hydraulic Pumps,Hydraulic Pumps Premium,HYP-08,Mean,35.86791687969026,79.87934405161847,66.09281799329418,0.7120168383712103,0.7457809647956669,0.1169784389261843,0.8333333333333334,1.0,275.0367932279768,420.6324767908558,,,1506.4525089469903,2775.8983557183547,267989.80345690716,23730.0,35,42,7,42,6,Volatile,True,1,Mean,Mean,True,False,0.09650073971610852,Lowest rolling-origin RMSE,1,0.0,0.2582737105822975,3,Limited: fewer than four annual cycles,False,False,Only three annual cycles; seasonal evidence is limited
PCK,Packaging Equipment,Packaging Equipment Core,PCK-01,Mean,16.143068482329568,35.175561723327284,30.2205994467735,1.3250107817799397,1.144677350179641,0.272608500164194,0.7142857142857143,0.9047619047619048,82.92198627608795,126.81823423827014,,,678.0088762578421,1269.2651767644873,51967.445987167506,4656.0,30,38,7,42,6,Intermittent,True,1,TiRex2,Mean,True,True,0.01780408552781283,Simplest model within 2% of lowest rolling-origin RMSE,2,0.2671853170393292,0.4812236065701626,3,Limited: fewer than four annual cycles,False,True,Near-tied candidate models; planner judgment is material; Only three annual cycles; seasonal evidence is limited
PCK,Packaging Equipment,Packaging Equipment Compact,PCK-02,Mean,-15.92392324333211,29.50361095074609,22.741515705604375,0.7069120503483904,0.6150399361910062,0.2205874502622133,0.8809523809523809,1.0,106.22144171135554,162.4516763410188,,,-668.8047762199483,955.143659635384,36559.44848358534,4330.0,37,42,7,42,6,Intermittent,True,1,Mean,Mean,True,False,0.12647350974716068,Lowest rolling-origin RMSE,1,0.0134150401044905,0.0796727460802382,3,Limited: fewer than four annual cycles,False,False,Only three annual cycles; seasonal evidence is limited
PCK,Packaging Equipment,Packaging Equipment Standard,PCK-03,Mean,-9.791770552016862,33.92291264342657,25.157844675545828,0.7744719433074101,0.7505123289339776,0.1988388175334822,0.9047619047619048,1.0,114.46554827023638,175.05994929275946,,,-411.25436318470815,1056.6294763729245,48332.08809296913,5314.0,38,42,7,42,6,Intermittent,True,1,ETS,Mean,True,True,8.153523384987769e-05,Simplest model within 2% of lowest rolling-origin RMSE,2,0.0,0.186154041571669,3,Limited: fewer than four annual cycles,False,True,Near-tied candidate models; planner judgment is material; Only three annual cycles; seasonal evidence is limited
PCK,Packaging Equipment,Packaging Equipment Heavy Duty,PCK-04,Mean,7.292565856876202,35.64279090171645,25.252880884547547,0.5381574140467725,0.5982736793690185,0.1615568921783697,0.8571428571428571,1.0,122.8774529045196,187.92484725539,,,306.2877659888006,1060.620997150997,53357.15881706621,6565.0,36,42,7,42,6,Intermittent,True,1,ETS,Mean,True,True,0.00023724615241949457,Simplest model within 2% of lowest rolling-origin RMSE,2,0.0269664695639871,0.2740066615995905,3,Limited: fewer than four annual cycles,False,True,Near-tied candidate models; planner judgment is material; Only three annual cycles; seasonal evidence is limited
PCK,Packaging Equipment,Packaging Equipment Precision,PCK-05,TiRex2,-3.631843930199033,51.99443650651768,41.34268115815662,0.8044919614374422,0.7806497169671631,0.2171033519183018,0.7380952380952381,,122.01759738013858,,16.038108958895243,0.0,-152.53744506835938,1736.392608642578,113543.69996047251,7998.0,31,0,7,42,6,Intermittent,True,5,TiRex2,TiRex2,True,False,0.1489480384737809,Lowest rolling-origin RMSE,1,0.0378193960491962,0.2855548752268607,3,Limited: fewer than four annual cycles,False,False,TiRex2 provides a native 80% interval but no native 95% interval; Only three annual cycles; seasonal evidence is limited
PCK,Packaging Equipment,Packaging Equipment High Capacity,PCK-06,TiRex2,-17.217172531854537,48.92512096545138,35.50494602748326,0.6702868420445426,0.6471433748538052,0.1708141733280981,0.9285714285714286,,190.84659176781065,,15.0982743439851,0.0,-723.1212463378906,1491.2077331542969,100534.03338233008,8730.0,39,0,7,42,6,Intermittent,True,5,TiRex2,TiRex2,True,False,0.09541581643832249,Lowest rolling-origin RMSE,1,0.0051367139163316,0.463648484649612,3,Limited: fewer than four annual cycles,False,False,TiRex2 provides a native 80% interval but no native 95% interval; Only three annual cycles; seasonal evidence is limited
PCK,Packaging Equipment,Packaging Equipment Service Kit,PCK-07,Mean,18.84313642934333,86.17441881956199,66.12464574591012,0.6605896999326175,0.6999930521908313,0.2461215102205091,0.7142857142857143,0.9761904761904762,214.21023974060176,327.60629092037766,,,791.411730032419,2777.235121328225,311893.27927334985,11284.0,30,41,7,42,6,Intermittent,True,1,ARIMA,Mean,True,True,0.0,Simplest model within 2% of lowest rolling-origin RMSE,1,0.0157361602427091,0.0815097621793569,3,Limited: fewer than four annual cycles,False,True,Near-tied candidate models; planner judgment is material; Only three annual cycles; seasonal evidence is limited
PCK,Packaging Equipment,Packaging Equipment Premium,PCK-08,Mean,11.857161783664244,103.52778263551971,88.1489530599547,0.7818655162482776,0.7226973893622698,0.280856928274776,0.8571428571428571,1.0,280.98689831423366,429.7323772449871,,,498.0007949138983,3702.2560285180975,450156.0746519515,13182.0,36,42,7,42,6,Intermittent,True,1,Mean,Mean,True,True,0.0003502154403581547,Lowest rolling-origin RMSE,1,0.1049450045944921,0.1710659984068741,3,Limited: fewer than four annual cycles,False,True,Near-tied candidate models; planner judgment is material; Only three annual cycles; seasonal evidence is limited
SEA,Sealing Systems,Sealing Systems Core,SEA-01,TiRex2,20.753467378162203,52.72606283288569,40.6085931687128,0.922810142580943,0.902252937265308,0.0572143882283105,0.8571428571428571,,148.1498267764137,,16.04564249351542,0.0,871.6456298828125,1705.5609130859375,116761.5834780112,29810.0,36,0,7,42,6,Stable,True,5,TiRex2,TiRex2,True,False,0.0416376621177977,Lowest rolling-origin RMSE,1,0.3508899258336635,0.596624265319418,3,Limited: fewer than four annual cycles,False,False,TiRex2 provides a native 80% interval but no native 95% interval; Only three annual cycles; seasonal evidence is limited
SEA,Sealing Systems,Sealing Systems Compact,SEA-02,Seasonal_Naive,-3.880952380952371,63.78106152710074,49.16666666666667,0.7061325161740437,0.7716848855526582,0.0578917858144098,0.9285714285714286,0.9761904761904762,214.01071093551224,327.3011379461487,,,-163.0,2065.0,170857.0,35670.0,39,41,7,42,6,Stable,True,1,Seasonal_Naive,Seasonal_Naive,True,False,0.06561655917997057,Lowest rolling-origin RMSE,1,0.30978651307268,0.5164580980451596,3,Limited: fewer than four annual cycles,False,False,Only three annual cycles; seasonal evidence is limited
SEA,Sealing Systems,Sealing Systems Standard,SEA-03,Seasonal_Naive,-9.976190476190473,101.12780692437332,89.73809523809524,1.446305303495539,1.250532940470471,0.0906489008610322,0.5952380952380952,0.9047619047619048,216.0627448821723,330.4394530468744,,,-419.0,3769.0,429527.0,41578.0,25,38,7,42,6,Stable,True,1,Seasonal_Naive,Seasonal_Naive,True,False,0.16723603473511642,Lowest rolling-origin RMSE,1,0.3138360534424742,0.4913404858183573,3,Limited: fewer than four annual cycles,True,True,Empirical 80% interval coverage needs review; Only three annual cycles; seasonal evidence is limited
SEA,Sealing Systems,Sealing Systems Heavy Duty,SEA-04,TiRex2,24.820635114397323,75.35346376676756,61.8588373093378,0.8277542976442741,0.8265349459603716,0.0511159652742083,0.9047619047619048,,267.28330775669644,,24.09648334160053,0.0,1042.4666748046875,2598.0711669921875,238482.0690692812,50827.0,38,0,7,42,6,Stable,True,5,TiRex2,TiRex2,True,False,0.04130331397829175,Lowest rolling-origin RMSE,1,0.0868928716006115,0.395028854641015,3,Limited: fewer than four annual cycles,False,False,TiRex2 provides a native 80% interval but no native 95% interval; Only three annual cycles; seasonal evidence is limited
SEA,Sealing Systems,Sealing Systems Precision,SEA-05,Mean,50.42091214204522,110.94219115959812,92.62860270545002,0.9523469127748848,0.7789180735113463,0.0663539989703211,0.9285714285714286,1.0,341.92529308396576,522.9296095963858,,,2117.6783099658983,3890.401313628901,516943.13073029823,58631.0,39,42,7,42,6,Stable,True,1,Mean,Mean,True,True,0.00990825365725923,Lowest rolling-origin RMSE,1,0.057498499015026,0.3347919935385188,3,Limited: fewer than four annual cycles,False,True,Near-tied candidate models; planner judgment is material; Only three annual cycles; seasonal evidence is limited
SEA,Sealing Systems,Sealing Systems High Capacity,SEA-06,TiRex2,25.7821044921875,114.96549812958936,82.34696451822917,0.5855999087935481,0.6165495071515668,0.0494958570863476,0.9285714285714286,,416.5801972888765,,35.33079033099785,0.0,1082.848388671875,3458.572509765625,555116.7619277537,69876.0,39,0,7,42,6,Stable,True,5,TiRex2,TiRex2,True,False,0.13674345120670434,Lowest rolling-origin RMSE,1,0.0146446889687891,0.3309109777437675,3,Limited: fewer than four annual cycles,False,False,TiRex2 provides a native 80% interval but no native 95% interval; Only three annual cycles; seasonal evidence is limited
SEA,Sealing Systems,Sealing Systems Service Kit,SEA-07,ETS,89.94905423591513,181.82422635616564,139.70209095657833,0.9796370299299236,0.9687070967140649,0.0665602738440698,0.7142857142857143,0.8333333333333334,391.1559169337483,598.2213514788193,,,3777.860277908436,5867.4878201762895,1388522.0701807635,88153.0,30,35,7,42,6,Stable,True,3,ETS,ETS,True,False,0.04900100423268452,Lowest rolling-origin RMSE,1,0.3173890990837394,0.2223541116339166,3,Limited: fewer than four annual cycles,False,False,Only three annual cycles; seasonal evidence is limited
SEA,Sealing Systems,Sealing Systems Premium,SEA-08,Mean,70.87719209817729,130.67663354520167,112.92803206949344,0.4398287497408873,0.4484926955930435,0.0470673548369427,1.0,1.0,602.1675152214806,920.9357424432112,,,2976.8420681234456,4742.977346918725,717208.0672976907,100770.0,42,42,7,42,6,Stable,True,1,Mean,Mean,True,False,0.10847364769725104,Lowest rolling-origin RMSE,1,0.3930137575261849,0.4918393753068893,3,Limited: fewer than four annual cycles,True,True,Empirical 80% interval coverage needs review; Only three annual cycles; seasonal evidence is limited
SNS,Sensor Modules,Sensor Modules Core,SNS-01,ETS,27.719188762567917,71.40391570328964,57.76037199055321,0.8566856886200992,0.8953368564905817,0.1415778012024064,0.5476190476190477,0.6904761904761905,119.36059553656546,182.5462780543721,,,1164.2059280278522,2425.9356236032345,214137.80546602467,17135.0,23,29,7,42,6,Growth,True,3,TiRex2,ETS,True,True,0.012149390168803974,Simplest model within 2% of lowest rolling-origin RMSE,2,0.6415399389581036,0.1790133921824955,3,Limited: fewer than four annual cycles,True,True,Near-tied candidate models; planner judgment is material; Empirical 80% interval coverage needs review; Only three annual cycles; seasonal evidence is limited
SNS,Sensor Modules,Sensor Modules Compact,SNS-02,ETS,9.17271695662624,77.95098082023435,60.14561319050701,0.6219660139582004,0.6378594316901178,0.1295178298811164,0.7380952380952381,0.9047619047619048,198.80794196285495,304.05050921391427,,,385.25411217830214,2526.115754001294,255206.9272551349,19504.0,31,38,7,42,6,Growth,True,3,ETS,ETS,True,False,0.07386448545549455,Lowest rolling-origin RMSE,1,0.4474372813852294,0.0211215866721066,3,Limited: fewer than four annual cycles,False,False,Only three annual cycles; seasonal evidence is limited
SNS,Sensor Modules,Sensor Modules Standard,SNS-03,ETS,24.443047630914503,101.29568599361748,82.37941333698048,0.992673077071809,0.9488264922057488,0.1472688924897071,0.7619047619047619,0.9047619047619048,248.31928129395635,379.77156837711885,,,1026.6080004984096,3459.93536015318,430954.2720385372,23494.0,32,38,7,42,6,Growth,True,3,ETS,ETS,True,False,0.10125854080688813,Lowest rolling-origin RMSE,1,0.6538989966033418,0.4820233613764252,3,Limited: fewer than four annual cycles,False,False,Only three annual cycles; seasonal evidence is limited
SNS,Sensor Modules,Sensor Modules Heavy Duty,SNS-04,ARIMA,96.92737992650235,139.92679167621128,110.87832654438662,1.2459484749286802,1.360411698644841,0.1597834865281948,0.6428571428571429,0.8333333333333334,239.65412510045553,366.5193555779728,,,4070.9499569131,4656.889714864238,822339.2952095089,29145.0,27,35,7,42,6,Growth,True,4,ARIMA,ARIMA,True,False,0.04005075587378993,Lowest rolling-origin RMSE,1,0.656943796911892,0.6187178169602956,3,Limited: fewer than four annual cycles,True,True,Empirical 80% interval coverage needs review; Only three annual cycles; seasonal evidence is limited
SNS,Sensor Modules,Sensor Modules Precision,SNS-05,ETS,2.785619434077198,109.39923875336574,91.19564168854524,1.0291786110210013,0.9491060113022196,0.1193399891235052,0.7142857142857143,0.8571428571428571,251.4591694764175,384.5736129600784,,,116.99601623124228,3830.2169509189007,502664.1244722687,32095.0,30,36,7,42,6,Growth,True,3,ETS,ETS,True,False,0.11915253895947577,Lowest rolling-origin RMSE,1,0.5459938204666924,0.5297443056581681,3,Limited: fewer than four annual cycles,False,False,Only three annual cycles; seasonal evidence is limited
SNS,Sensor Modules,Sensor Modules High Capacity,SNS-06,ETS,41.62488994989865,127.77259280916964,108.64734266485038,0.7160922588186134,0.6428920708084034,0.1228314506574351,0.9761904761904762,0.9761904761904762,458.0418170313019,700.5145082969298,,,1748.2453778957438,4563.188391923717,685685.0898734706,37150.0,41,41,7,42,6,Growth,True,3,ETS,ETS,True,False,0.12665927824792675,Lowest rolling-origin RMSE,1,0.3634647065484599,0.478929148004044,3,Limited: fewer than four annual cycles,True,True,Empirical 80% interval coverage needs review; Only three annual cycles; seasonal evidence is limited
SNS,Sensor Modules,Sensor Modules Service Kit,SNS-07,ETS,0.4765213445343098,134.91217563813538,122.1343966273406,0.9968062787096492,0.9284234253552458,0.1122632494769068,0.6904761904761905,0.9523809523809524,300.5424068883716,459.6399467374304,,,20.01389647044084,5129.644658348305,764454.3956874337,45693.0,29,40,7,42,6,Growth,True,3,ETS,ETS,True,False,0.053031661249022886,Lowest rolling-origin RMSE,1,0.411890772801615,0.0,3,Limited: fewer than four annual cycles,False,False,Only three annual cycles; seasonal evidence is limited
SNS,Sensor Modules,Sensor Modules Premium,SNS-08,ETS,38.395187904694865,197.24954810579868,157.43784467487257,0.4778671397467787,0.5019847854736472,0.1112503907724927,0.8333333333333334,0.9761904761904762,551.60623087191,843.6089309425481,,,1612.5978919971833,6612.389476344649,1634110.1375735546,59437.0,35,41,7,42,6,Growth,True,3,ETS,ETS,True,False,0.18840200965207668,Lowest rolling-origin RMSE,1,0.4915668958663025,0.0,3,Limited: fewer than four annual cycles,False,False,Only three annual cycles; seasonal evidence is limited
