Product_Group_Code,Product_Group,SKU_Description,SKU,Model,ME,RMSE,MAE,MASE,RMSSE,WAPE,Coverage_80,Coverage_95,Mean_PI80_Width,Mean_PI95_Width,Mean_Pinball_Loss,Quantile_Crossings,Error_Sum,Absolute_Error_Sum,Squared_Error_Sum,Actual_Units_Sum,Covered_80_Count,Covered_95_Count,Evaluation_Origins,Evaluation_Points,Evaluation_Horizon,Demand_Profile,Within_2pct_of_Best,Complexity_Rank,Raw_Best_Model,Selected_Model,Selected,Near_Tie,Raw_Winner_Margin_Pct,Selection_Rationale,RMSE_Rank
CVL,Control Valves,Control Valves Precision,CVL-05,Seasonal_Naive,-6.11904761904762,47.84274836825923,40.92857142857143,1.4926917496532692,1.4428853600764266,0.1203865816933959,0.5,0.8571428571428571,90.03159895924676,137.69144853386413,,,-257.0,1719.0,96135.0,14279.0,21,36,7,42,6,Volatile,False,1,TiRex2,TiRex2,False,False,0.024782038077112937,Candidate,3
CVL,Control Valves,Control Valves Precision,CVL-05,ARIMA,-12.36325354915331,49.68730979617611,41.980015094323456,1.5356078176431476,1.5162788273486063,0.1234792796387411,0.5238095238095238,0.9047619047619048,95.19096513093112,145.58201817727792,,,-519.2566490644391,1763.160633961585,103690.80770080951,14279.0,22,38,7,42,6,Volatile,False,4,TiRex2,TiRex2,False,False,0.024782038077112937,Candidate,4
CVL,Control Valves,Control Valves Precision,CVL-05,ETS,5.5356092144393765,67.56911784663974,58.113645869770615,2.103658494478149,1.9911595922033487,0.1709344580524101,0.7380952380952381,0.9285714285714286,162.6939725286425,248.81895916718824,,,232.49558700645372,2440.7731265303646,191754.5988360697,14279.0,31,39,7,42,6,Volatile,False,3,TiRex2,TiRex2,False,False,0.024782038077112937,Candidate,5
CVL,Control Valves,Control Valves Precision,CVL-05,Naive,9.690476190476195,74.58376562790389,63.45238095238095,2.2874712827185815,2.1583209911096937,0.1866377197282722,0.8571428571428571,0.9523809523809524,215.85522104096947,329.97529362561653,,,407.0,2665.0,233635.0,14279.0,36,40,7,42,6,Volatile,False,1,TiRex2,TiRex2,False,False,0.024782038077112937,Candidate,6
CVL,Control Valves,Control Valves Precision,CVL-05,Drift,12.689583683433012,81.21744118212816,69.26572918211224,2.485295086600209,2.3226757829207516,0.2037370001854971,0.8571428571428571,0.9523809523809524,235.8999641157766,357.9420410554417,,,532.9625147041866,2909.160625648714,277043.45559124276,14279.0,36,40,7,42,6,Volatile,False,2,TiRex2,TiRex2,False,False,0.024782038077112937,Candidate,7
CVL,Control Valves,Control Valves High Capacity,CVL-06,ETS,-2.8471941725023573,54.74207429699557,38.28582614323253,0.657513511065461,0.8010185528339651,0.0911050820405533,0.6904761904761905,1.0,146.99174584025238,224.804475775527,,,-119.58215524509932,1608.0046980157665,125861.1773301869,17650.0,29,42,7,42,6,Volatile,True,3,ETS,Mean,False,True,6.344386674902162e-05,Candidate,1
CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,-2.8464953154854618,54.74554734586283,38.28990865881671,0.6575818854459168,0.8010670543863335,0.0911147968085156,0.6904761904761905,1.0,146.77082518897566,224.46660679578017,,,-119.55280325038932,1608.176163670301,125877.1480763206,17650.0,29,42,7,42,6,Volatile,True,1,ETS,Mean,True,True,6.344386674902162e-05,Simplest model within 2% of lowest rolling-origin RMSE,2
CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,2.368872506277902,57.1114759513695,41.57611883254278,0.7124680545243083,0.8316240787359822,0.0989346737091669,0.7142857142857143,,157.51339285714286,,17.631713035623864,0.0,99.49264526367188,1746.1969909667969,136992.268784442,17650.0,30,0,7,42,6,Volatile,False,5,ETS,Mean,False,True,6.344386674902162e-05,Candidate,3
CVL,Control Valves,Control Valves High Capacity,CVL-06,ARIMA,-12.582060755336611,64.2512286751605,46.57582101806242,0.8024016880207624,0.9446738750608754,0.1108319820259842,0.7619047619047619,0.9047619047619048,161.16163591314054,246.47545254652445,,,-528.4465517241376,1956.184482758622,173385.25622324628,17650.0,32,38,7,42,6,Volatile,False,4,ETS,Mean,False,True,6.344386674902162e-05,Candidate,4
CVL,Control Valves,Control Valves High Capacity,CVL-06,Seasonal_Naive,-18.642857142857142,68.19876412788892,52.45238095238095,0.9018524642202276,1.002600588903957,0.1248158640226628,0.8333333333333334,0.8809523809523809,176.46524825776368,269.88030790720404,,,-783.0,2203.0,195345.0,17650.0,35,37,7,42,6,Volatile,False,1,ETS,Mean,False,True,6.344386674902162e-05,Candidate,5
CVL,Control Valves,Control Valves High Capacity,CVL-06,Naive,24.38095238095236,73.51287545146673,54.19047619047618,0.9261986181513782,1.051478013425943,0.1289518413597733,0.9523809523809524,1.0,353.73182838088275,539.7120409012576,,,1024.0,2276.0,226974.0,17650.0,40,42,7,42,6,Volatile,False,1,ETS,Mean,False,True,6.344386674902162e-05,Candidate,6
CVL,Control Valves,Control Valves High Capacity,CVL-06,Drift,31.16192219824154,79.22650760533215,58.416324667336674,0.9987066965971158,1.131496816483374,0.1390076847608011,0.9761904761904762,1.0,387.15994270357635,584.3072631037074,,,1308.8007323261445,2453.48563602814,263627.2593081856,17650.0,41,42,7,42,6,Volatile,False,2,ETS,Mean,False,True,6.344386674902162e-05,Candidate,7
CVL,Control Valves,Control Valves Service Kit,CVL-07,ETS,3.7955026090317623,73.19217953607445,55.8941915008747,0.9343724877209664,1.0526558190656097,0.1131025266446684,0.6904761904761905,0.9523809523809524,167.8629318215435,256.72420022343425,,,159.41110957933392,2347.556043036738,224997.99610012007,20756.0,29,40,7,42,6,Volatile,True,3,ETS,Mean,False,True,0.00012820536803027522,Candidate,1
CVL,Control Valves,Control Valves Service Kit,CVL-07,Mean,3.63832979463522,73.20156316638881,55.89621392716632,0.9344049806625052,1.0527916661096033,0.1131066190470699,0.6904761904761905,0.9523809523809524,167.611449110258,256.3395906063842,,,152.80985137467917,2347.6409849409847,225055.6917001181,20756.0,29,40,7,42,6,Volatile,True,1,ETS,Mean,True,True,0.00012820536803027522,Simplest model within 2% of lowest rolling-origin RMSE,2
CVL,Control Valves,Control Valves Service Kit,CVL-07,TiRex2,5.439499627976191,73.82052232091621,58.69653610956101,0.9797899925564724,1.0609970301844915,0.1187731025535537,0.7619047619047619,,183.7584947858538,,22.904959429382647,0.0,228.458984375,2465.2545166015625,228877.71966078132,20756.0,32,0,7,42,6,Volatile,True,5,ETS,Mean,False,True,0.00012820536803027522,Candidate,3
CVL,Control Valves,Control Valves Service Kit,CVL-07,Seasonal_Naive,-15.071428571428571,80.21860014687248,63.5,1.0558857734899203,1.1522341925444175,0.1284929658893814,0.8095238095238095,0.8571428571428571,179.8181358691354,275.0081070057182,,,-633.0,2667.0,270271.0,20756.0,34,36,7,42,6,Volatile,False,1,ETS,Mean,False,True,0.00012820536803027522,Candidate,4
CVL,Control Valves,Control Valves Service Kit,CVL-07,ARIMA,-9.74673469387754,81.46529180974501,61.801247165532885,1.0332957842758703,1.1747468498295248,0.125055520377355,0.7142857142857143,0.8809523809523809,166.5879200413383,254.77423797747147,,,-409.36285714285646,2595.6523809523815,278736.9383251701,20756.0,30,37,7,42,6,Volatile,False,4,ETS,Mean,False,True,0.00012820536803027522,Candidate,5
CVL,Control Valves,Control Valves Service Kit,CVL-07,Naive,36.619047619047635,122.6330181592916,102.23809523809524,1.685690696714473,1.7414027523976876,0.2068799383310849,0.8095238095238095,0.8809523809523809,388.7005981261163,588.7338392722708,,,1538.0,4294.0,631632.0,20756.0,34,37,7,42,6,Volatile,False,1,ETS,Mean,False,True,0.00012820536803027522,Candidate,6
CVL,Control Valves,Control Valves Service Kit,CVL-07,Drift,40.02103586637695,132.73861546123015,110.31228594748212,1.817891919023207,1.884436707861374,0.2232181542587323,0.8333333333333334,0.8809523809523809,424.1867176747395,634.9261400546095,,,1680.8835063878328,4633.116009794249,740020.681451702,20756.0,35,37,7,42,6,Volatile,False,2,ETS,Mean,False,True,0.00012820536803027522,Candidate,7
CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,5.755458286830357,72.0665059870056,60.840352376302086,0.8861016595533988,0.8988394912434422,0.1019507979494369,0.9047619047619048,,243.51883661179315,,23.310398323826057,0.0,241.729248046875,2555.2947998046875,218130.41397735476,25064.0,38,0,7,42,6,Volatile,True,5,TiRex2,TiRex2,True,False,0.038209310466815354,Lowest rolling-origin RMSE,1
CVL,Control Valves,Control Valves Premium,CVL-08,Mean,20.506795834160393,74.8201174885217,66.09523553895475,0.9611523990470968,0.930124380672948,0.1107564591699688,0.9523809523809524,1.0,237.5737130741348,363.3376399496517,,,861.2854250347361,2775.9998926361,235118.0992018401,25064.0,40,42,7,42,6,Volatile,False,1,TiRex2,TiRex2,False,False,0.038209310466815354,Candidate,2
CVL,Control Valves,Control Valves Premium,CVL-08,ETS,42.94817279608318,90.10963471981874,74.88489285952461,1.0930211869844182,1.128923693071304,0.1254853774377606,0.9285714285714286,0.9761904761904762,281.2282431857075,430.1014823740041,,,1803.823257435492,3145.1655001000336,341029.343312245,25064.0,39,41,7,42,6,Volatile,False,3,TiRex2,TiRex2,False,False,0.038209310466815354,Candidate,3
CVL,Control Valves,Control Valves Premium,CVL-08,ARIMA,-26.3490701974961,98.4209742531116,87.58917596005082,1.2611315114928756,1.207788314862562,0.1467740739834876,0.7619047619047619,0.9523809523809524,212.63488466753984,325.19699324631046,,,-1106.660948294836,3678.745390322135,406840.9032631296,25064.0,32,40,7,42,6,Volatile,False,4,TiRex2,TiRex2,False,False,0.038209310466815354,Candidate,4
CVL,Control Valves,Control Valves Premium,CVL-08,Seasonal_Naive,-25.83333333333334,99.0965138015412,89.30952380952381,1.2888625666304976,1.217886644354112,0.1496568783913182,0.7380952380952381,0.9523809523809524,207.33175357215248,317.0865541257147,,,-1085.0,3751.0,412445.0,25064.0,31,40,7,42,6,Volatile,False,1,TiRex2,TiRex2,False,False,0.038209310466815354,Candidate,5
CVL,Control Valves,Control Valves Premium,CVL-08,Naive,33.04761904761906,114.57415980594445,97.0952380952381,1.4148952381651827,1.4295080035192282,0.1627034790935206,0.9523809523809524,0.9761904761904762,464.73699993024894,710.3834991623543,,,1388.0,4078.0,551344.0,25064.0,40,41,7,42,6,Volatile,False,1,TiRex2,TiRex2,False,False,0.038209310466815354,Candidate,6
CVL,Control Valves,Control Valves Premium,CVL-08,Drift,23.069160161982495,119.79064845970908,101.8119486316932,1.4830230566102134,1.494299046219244,0.1706073189646949,0.9523809523809524,0.9761904761904762,508.2693733813352,773.0975046813012,,,968.9047268032648,4276.101842531114,602691.5772526993,25064.0,40,41,7,42,6,Volatile,False,2,TiRex2,TiRex2,False,False,0.038209310466815354,Candidate,7
DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,14.164507469661295,31.345291198828217,24.725256769368084,1.3779724729829743,1.386252282981297,0.1471324432294502,0.6666666666666666,0.7619047619047619,56.04773348658753,85.71761137221911,,,594.9093137257748,1038.4607843134595,41266.14577425216,7058.0,28,32,7,42,6,Trending,True,4,ARIMA,ARIMA,True,False,0.022377086163399534,Lowest rolling-origin RMSE,1
DRV,Electric Drives,Electric Drives Core,DRV-01,Mean,18.30963763931743,32.046707480801246,25.72884018918501,1.4438098114078035,1.4230505296045448,0.153104461312804,0.5238095238095238,0.6190476190476191,51.7110213589544,79.08518251800677,,,769.0047808513314,1080.611287945771,43133.641335121785,7058.0,22,26,7,42,6,Trending,False,1,ARIMA,ARIMA,False,False,0.022377086163399534,Candidate,2
DRV,Electric Drives,Electric Drives Core,DRV-01,Seasonal_Naive,19.38095238095238,32.46756623374868,23.809523809523817,1.3372165964619431,1.4338991883736394,0.1416831963729102,0.6666666666666666,0.8333333333333334,61.15936454007711,93.53517645227788,,,814.0,1000.0,44274.0,7058.0,28,35,7,42,6,Trending,False,1,ARIMA,ARIMA,False,False,0.022377086163399534,Candidate,3
DRV,Electric Drives,Electric Drives Core,DRV-01,TiRex2,2.8219324747721353,33.824202777918735,30.40553901309059,1.6465197618039396,1.443261715794403,0.1809340661022676,0.5714285714285714,,59.83760270618257,,11.538808887219304,0.0,118.52116394042967,1277.0326385498047,48051.22112959414,7058.0,24,0,7,42,6,Trending,False,5,ARIMA,ARIMA,False,False,0.022377086163399534,Candidate,4
DRV,Electric Drives,Electric Drives Core,DRV-01,ETS,-2.865476087896431,40.08606648975498,36.06421969662652,1.9312521842336796,1.68398655366032,0.2146071446951422,0.3571428571428571,0.5952380952380952,61.560419872630774,94.14853765345502,,,-120.34999569165058,1514.697227258314,67489.4945180844,7058.0,15,25,7,42,6,Trending,False,3,ARIMA,ARIMA,False,False,0.022377086163399534,Candidate,5
DRV,Electric Drives,Electric Drives Core,DRV-01,Naive,-10.952380952380944,40.33431718595398,35.523809523809526,1.8927771877580273,1.6759072459740332,0.2113913289883819,0.7857142857142857,0.9285714285714286,96.5908506981471,147.72295840004202,,,-460.0,1492.0,68328.0,7058.0,33,39,7,42,6,Trending,False,1,ARIMA,ARIMA,False,False,0.022377086163399534,Candidate,6
DRV,Electric Drives,Electric Drives Core,DRV-01,Drift,-16.865162328786766,45.16225772123893,39.17151345216687,2.0706834924708386,1.8551574937774336,0.233097699772033,0.8571428571428571,0.9285714285714286,105.34580257417278,161.112501844671,,,-708.3368178090443,1645.2035649910092,85664.4399441434,7058.0,36,39,7,42,6,Trending,False,2,ARIMA,ARIMA,False,False,0.022377086163399534,Candidate,7
DRV,Electric Drives,Electric Drives Compact,DRV-02,Mean,13.069877368571952,35.469567497473754,31.306628178729987,1.317823007048885,1.306067585041244,0.1603314697605973,0.6190476190476191,0.7619047619047619,64.35265921477257,98.41889921669664,,,548.934849480022,1314.878383506659,52839.78917522957,8201.0,26,32,7,42,6,Trending,True,1,Mean,Mean,True,False,0.03733509365878175,Lowest rolling-origin RMSE,1
DRV,Electric Drives,Electric Drives Compact,DRV-02,Seasonal_Naive,14.547619047619047,36.79382712202842,32.69047619047619,1.3528161651988069,1.3150513946775977,0.1674186074868918,0.6428571428571429,0.8333333333333334,71.84498689840011,109.87742559604062,,,611.0,1373.0,56859.0,8201.0,27,35,7,42,6,Trending,False,1,Mean,Mean,False,False,0.03733509365878175,Candidate,2
DRV,Electric Drives,Electric Drives Compact,DRV-02,ARIMA,7.707493830580094,37.80831529078407,31.647218954564988,1.3228268916230077,1.3654439737171025,0.1620757463835787,0.5238095238095238,0.7380952380952381,66.41028112852169,101.56576037560352,,,323.7147408843641,1329.183196091729,60037.68561534813,8201.0,22,31,7,42,6,Trending,False,4,Mean,Mean,False,False,0.03733509365878175,Candidate,3
DRV,Electric Drives,Electric Drives Compact,DRV-02,TiRex2,-6.242154439290364,39.159028678780814,34.68444569905599,1.4413980308701342,1.3998948780987532,0.1776303767053227,0.5476190476190477,,77.65468234107608,,13.32646538063332,0.0,-262.1704864501953,1456.7467193603516,64404.04013675428,8201.0,23,0,7,42,6,Trending,False,5,Mean,Mean,False,False,0.03733509365878175,Candidate,4
DRV,Electric Drives,Electric Drives Compact,DRV-02,ETS,-12.530730270385764,46.02511148940826,40.68069500359702,1.6843514412219818,1.643938584260446,0.2083391281735245,0.4285714285714285,0.6904761904761905,74.46842379675277,113.88962609949805,,,-526.2906713562015,1708.589190151075,88969.05727972332,8201.0,18,29,7,42,6,Trending,False,3,Mean,Mean,False,False,0.03733509365878175,Candidate,5
DRV,Electric Drives,Electric Drives Compact,DRV-02,Naive,-17.309523809523817,48.17453387720233,41.023809523809526,1.6842600951535902,1.7006231971821268,0.2100963297158883,0.7857142857142857,0.9523809523809524,122.3693379577715,187.1477525036782,,,-727.0,1723.0,97473.0,8201.0,33,40,7,42,6,Trending,False,1,Mean,Mean,False,False,0.03733509365878175,Candidate,6
DRV,Electric Drives,Electric Drives Compact,DRV-02,Drift,-22.70314697504728,53.4937971789636,45.13099673148774,1.8481549200724852,1.8876579312304995,0.2311305770909016,0.7857142857142857,0.9523809523809524,133.64587767384702,204.3937317587941,,,-953.5321729519858,1895.5018627224847,120186.62613821194,8201.0,33,40,7,42,6,Trending,False,2,Mean,Mean,False,False,0.03733509365878175,Candidate,7
DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,-0.8004894129770898,23.450517171650244,18.238699246080195,0.4672255031923292,0.5317910301706389,0.083856088487725,0.9523809523809524,1.0,86.61744065232453,132.4699439928103,,,-33.620555345037985,766.0253683353682,23096.92373595024,9135.0,40,42,7,42,6,Trending,True,1,Mean,Mean,True,False,0.13182470695084306,Lowest rolling-origin RMSE,1
DRV,Electric Drives,Electric Drives Standard,DRV-03,TiRex2,1.3154158819289434,26.54187472564875,20.75885663713728,0.5315814665261782,0.602076730728304,0.0954430190213208,0.9047619047619048,,97.81185913085938,,8.470815636367394,0.0,55.247467041015625,871.8719787597656,29587.786785985343,9135.0,38,0,7,42,6,Trending,False,5,Mean,Mean,False,False,0.13182470695084306,Candidate,2
DRV,Electric Drives,Electric Drives Standard,DRV-03,ETS,0.1027433755086688,36.09168277029481,30.580365163385608,0.7829272688760666,0.8180828902584234,0.140599380061543,0.9285714285714286,1.0,124.46256316350284,190.34906419886656,,,4.315221771364094,1284.3753368621956,54709.60173804698,9135.0,39,42,7,42,6,Trending,False,3,Mean,Mean,False,False,0.13182470695084306,Candidate,3
DRV,Electric Drives,Electric Drives Standard,DRV-03,Naive,1.6428571428571446,36.33737417459828,30.928571428571427,0.790664297298759,0.8220094354037679,0.1422003284072249,0.9523809523809524,1.0,141.60934676068163,216.57280673465056,,,69.0,1299.0,55457.0,9135.0,40,42,7,42,6,Trending,False,1,Mean,Mean,False,False,0.13182470695084306,Candidate,4
DRV,Electric Drives,Electric Drives Standard,DRV-03,Seasonal_Naive,2.7619047619047645,37.731507611897335,30.428571428571427,0.7789089999130054,0.85384120174856,0.1399014778325123,0.8095238095238095,1.0,113.50111026099052,173.58496864097424,,,116.0,1278.0,59794.0,9135.0,34,42,7,42,6,Trending,False,1,Mean,Mean,False,False,0.13182470695084306,Candidate,5
DRV,Electric Drives,Electric Drives Standard,DRV-03,Drift,2.188964411262012,39.32784063414882,33.60640184900573,0.8587751930795373,0.8889460487407015,0.1545121924092217,0.9523809523809524,1.0,154.97284880220832,237.01051943612063,,,91.9365052730044,1411.4688776582402,64960.520055690315,9135.0,40,42,7,42,6,Trending,False,2,Mean,Mean,False,False,0.13182470695084306,Candidate,6
DRV,Electric Drives,Electric Drives Standard,DRV-03,ARIMA,26.30266805807226,47.82742839525729,38.920103513898304,0.984369008057234,1.067075301653837,0.1789430046616014,0.8095238095238095,0.9761904761904762,116.64063308489028,178.38645445623294,,,1104.7120584390348,1634.6443475837289,96073.44208994546,9135.0,34,41,7,42,6,Trending,False,4,Mean,Mean,False,False,0.13182470695084306,Candidate,7
DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,-0.549911862327939,27.253099030830125,21.001454307919456,0.77768837831167,0.8942219865317181,0.0798100869464908,0.9761904761904762,,112.98332105364118,,8.649198610820466,0.0,-23.09629821777344,882.0610809326172,31194.719084937824,11052.0,41,0,7,42,6,Trending,True,5,TiRex2,TiRex2,True,False,0.05463740987512795,Lowest rolling-origin RMSE,1
DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,ARIMA,-11.89896832045836,28.742137772945043,23.72885788317359,0.8695279380068703,0.9321200959677493,0.0901748128025054,0.8809523809523809,0.9047619047619048,72.47694715535972,110.8439254050242,,,-499.756669459251,996.6120310932906,34696.640317876074,11052.0,37,38,7,42,6,Trending,False,4,TiRex2,TiRex2,False,False,0.05463740987512795,Candidate,2
DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,Seasonal_Naive,9.547619047619053,28.90254561205886,21.785714285714285,0.8093083336484833,0.956258654502158,0.0827904451682953,0.6904761904761905,1.0,78.3179395201269,119.7769523519752,,,401.0,915.0,35085.0,11052.0,29,42,7,42,6,Trending,False,1,TiRex2,TiRex2,False,False,0.05463740987512795,Candidate,3
DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,Mean,9.154486507836268,29.17291877907503,19.045110956063343,0.7010394347682469,0.9491478473427348,0.0723755573791766,0.8571428571428571,0.9761904761904762,104.22757526311894,159.4023207523767,,,384.48843332912304,799.8946601546602,35744.48598380136,11052.0,36,41,7,42,6,Trending,False,1,TiRex2,TiRex2,False,False,0.05463740987512795,Candidate,4
DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,ETS,-4.712378621817115,43.29335824269054,33.336047971657045,1.250847519140466,1.445266311687,0.126684221390662,0.9523809523809524,1.0,136.23054292346703,208.34663614246963,,,-197.91990211631844,1400.1140148095965,78721.22445305751,11052.0,40,42,7,42,6,Trending,False,3,TiRex2,TiRex2,False,False,0.05463740987512795,Candidate,5
DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,Naive,-4.0,43.91279236547516,33.66666666666667,1.264077185579631,1.4677420605754372,0.1279406442272891,0.9523809523809524,1.0,145.9396573502355,223.19544528122464,,,-168.0,1414.0,80990.0,11052.0,40,42,7,42,6,Trending,False,1,TiRex2,TiRex2,False,False,0.05463740987512795,Candidate,6
DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,Drift,-8.890170641175137,48.226820433824294,36.81023482560713,1.3864618847525922,1.6236576957743405,0.1398868858736427,0.9523809523809524,1.0,159.5421245289399,243.9986236221752,,,-373.38716692935606,1546.0298626754998,97684.70078456598,11052.0,40,42,7,42,6,Trending,False,2,TiRex2,TiRex2,False,False,0.05463740987512795,Candidate,7
DRV,Electric Drives,Electric Drives Precision,DRV-05,ARIMA,-27.3522378332566,50.36668102716266,37.91199070595515,0.9024780765219096,0.9449565644849796,0.1152423543207726,0.8333333333333334,0.9285714285714286,118.24357874923578,180.83794829835293,,,-1148.7939889967768,1592.3036096501155,106545.70742306182,13817.0,35,39,7,42,6,Trending,True,4,ARIMA,ARIMA,True,False,0.03517035384004782,Lowest rolling-origin RMSE,1
DRV,Electric Drives,Electric Drives Precision,DRV-05,Seasonal_Naive,33.0,52.1380950206368,43.19047619047618,1.0565373076473354,1.0102985703445715,0.1312875443294492,0.8095238095238095,0.9285714285714286,136.0155078880694,208.01776843544567,,,1386.0,1814.0,114172.0,13817.0,34,39,7,42,6,Trending,False,1,ARIMA,ARIMA,False,False,0.03517035384004782,Candidate,2
DRV,Electric Drives,Electric Drives Precision,DRV-05,Mean,35.8097118617562,61.22826238453691,50.76283133943234,1.1857683560527683,1.1268916511415716,0.1543054871720458,0.7142857142857143,0.9047619047619048,138.4963931842196,211.8119550768259,,,1504.0078981937595,2132.038916256157,157453.80481444727,13817.0,30,38,7,42,6,Trending,False,1,ARIMA,ARIMA,False,False,0.03517035384004782,Candidate,3
DRV,Electric Drives,Electric Drives Precision,DRV-05,TiRex2,15.459231422061013,62.6253470767849,52.64207240513393,1.2334802678192422,1.1602966435406934,0.1600178794974035,0.6666666666666666,,144.6704566592262,,19.82717257302905,0.0,649.2877197265625,2210.967041015625,164721.2320524864,13817.0,28,0,7,42,6,Trending,False,5,ARIMA,ARIMA,False,False,0.03517035384004782,Candidate,4
DRV,Electric Drives,Electric Drives Precision,DRV-05,ETS,8.964709007167814,74.60177782292104,64.84600803297451,1.5377006157862128,1.399098140490164,0.1971145934272946,0.6666666666666666,0.9047619047619048,163.78786237404168,250.49191931774243,,,376.5177783010482,2723.53233738493,233747.8606822999,13817.0,28,38,7,42,6,Trending,False,3,ARIMA,ARIMA,False,False,0.03517035384004782,Candidate,5
DRV,Electric Drives,Electric Drives Precision,DRV-05,Naive,15.976190476190505,76.3620761023865,65.07142857142858,1.5354976553469224,1.4245963224511904,0.1977998118260114,0.9047619047619048,1.0,222.64377842189347,340.50427530271736,,,671.0,2733.0,244909.0,13817.0,38,42,7,42,6,Trending,False,1,ARIMA,ARIMA,False,False,0.03517035384004782,Candidate,6
DRV,Electric Drives,Electric Drives Precision,DRV-05,Drift,15.607062076409893,80.88287268696531,69.07629432027983,1.6334458356987738,1.512284189575564,0.2099735370523089,0.9047619047619048,1.0,243.68863883848027,372.43995067302575,,,655.4966072092159,2901.2043614517524,274765.64195202524,13817.0,38,42,7,42,6,Trending,False,2,ARIMA,ARIMA,False,False,0.03517035384004782,Candidate,7
DRV,Electric Drives,Electric Drives High Capacity,DRV-06,ARIMA,29.54418488113443,59.093342822735714,45.77184720746225,1.0455169435019096,1.0425405935771,0.1131499460102068,0.7857142857142857,0.8571428571428571,146.36632964841482,223.84798425048336,,,1240.8557650076457,1922.4175827134145,146664.97297054558,16990.0,33,36,7,42,6,Trending,True,4,ARIMA,ARIMA,True,False,0.04700500344817908,Lowest rolling-origin RMSE,1
DRV,Electric Drives,Electric Drives High Capacity,DRV-06,Seasonal_Naive,36.40476190476191,61.871025605882835,48.92857142857143,1.1209103708027863,1.0959278425208432,0.1209535020600353,0.7619047619047619,0.8333333333333334,145.09823722057496,221.90860424076996,,,1529.0,2055.0,160777.0,16990.0,32,35,7,42,6,Trending,False,1,ARIMA,ARIMA,False,False,0.04700500344817908,Candidate,2
DRV,Electric Drives,Electric Drives High Capacity,DRV-06,TiRex2,49.67924499511719,76.76966921517887,60.75160507928757,1.3886855778377147,1.3561521990594398,0.1501805422795808,0.7619047619047619,,170.15500677199591,,23.17140741903315,0.0,2086.528289794922,2551.567413330078,247530.4486791352,16990.0,32,0,7,42,6,Trending,False,5,ARIMA,ARIMA,False,False,0.04700500344817908,Candidate,3
DRV,Electric Drives,Electric Drives High Capacity,DRV-06,Mean,48.93507399187201,78.12718607651534,62.78729524504565,1.4369330214588625,1.3818093781380512,0.1552128546375465,0.6428571428571429,0.8571428571428571,154.58628916582558,236.41932748914263,,,2055.273107658624,2637.0664002919166,256362.002577847,16990.0,27,36,7,42,6,Trending,False,1,ARIMA,ARIMA,False,False,0.04700500344817908,Candidate,4
DRV,Electric Drives,Electric Drives High Capacity,DRV-06,Drift,41.249119054636296,80.80512151193373,65.63962808583497,1.4983783358228284,1.4264308992738577,0.1622639422957663,0.9047619047619048,0.9761904761904762,274.4125217522694,419.67773595805744,,,1732.463000294725,2756.8643796050696,274237.6418274518,16990.0,38,41,7,42,6,Trending,False,2,ARIMA,ARIMA,False,False,0.04700500344817908,Candidate,5
DRV,Electric Drives,Electric Drives High Capacity,DRV-06,ETS,50.17961304529203,83.42673945445807,66.97697623123011,1.5308513058948447,1.474395383984272,0.1655699235851479,0.7857142857142857,0.9047619047619048,212.46493890610935,324.9370836330852,,,2107.5437479022653,2813.0330017116635,292320.87595208536,16990.0,33,38,7,42,6,Trending,False,3,ARIMA,ARIMA,False,False,0.04700500344817908,Candidate,6
DRV,Electric Drives,Electric Drives High Capacity,DRV-06,Naive,50.52380952380953,84.77336733623248,68.0,1.552752482817105,1.4959677111555645,0.1680988816951147,0.8571428571428571,0.9761904761904762,250.95548943140992,383.80330080527506,,,2122.0,2856.0,301834.0,16990.0,36,41,7,42,6,Trending,False,1,ARIMA,ARIMA,False,False,0.04700500344817908,Candidate,7
DRV,Electric Drives,Electric Drives Service Kit,DRV-07,TiRex2,63.5029296875,91.69163251813178,80.55986822219123,1.5116867152827012,1.2674770317426365,0.169285759009958,0.8095238095238095,,207.51378159295945,,29.664186322247545,0.0,2667.123046875,3383.5144653320312,353108.9299012851,19987.0,34,0,7,42,6,Trending,True,5,TiRex2,TiRex2,True,False,0.07671867756249486,Lowest rolling-origin RMSE,1
DRV,Electric Drives,Electric Drives Service Kit,DRV-07,ARIMA,-6.555715661604531,98.7260933084691,77.0358024566202,1.4400294263326,1.3467995886036903,0.1618804074237278,0.5952380952380952,0.8333333333333334,165.83487407026902,253.62255354925136,,,-275.34005778739055,3235.5037031780475,409367.3429980071,19987.0,25,35,7,42,6,Trending,False,4,TiRex2,TiRex2,False,False,0.07671867756249486,Candidate,2
